0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Central Fall Classic,"Oct. 3-4, 2022",2,92-84=176,+32,68th/80
Highland Classic,"Sep. 2-3, 2022",2,81-86=167,+23,t-49th/60
Fighting Scot Fall Invite,"Sep. 17-18, 2022",2,80-79=159,+15,t-16th/38
Iowa Wesleyan Spring Tiger Classic,"March 28, 2023",1,84,+12,t-53rd/72
Iowa Central Spring Invite,"Apr 7-8, 2023",2,84-86=170,+28,t-61st/77
Battle of Waterloo,"Apr 14-15, 2023",3,79-82-78=239,+23,t-32nd/49
SEASON TOTALS,SEASON TOTALS,12,995 Avg. 82.9,+11,-
