Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
2/24/2024,vs,Carroll (Wis.),L,8-10,6.0,10,10,5,5,2,1,0,0,0,0,0,0,0,1,0,5.83
2/24/2024,vs,Ozarks (Ark.),W,6-5,11.0,5,5,1,7,8,1,0,0,0,0,1,0,1,1,0,0.64
2/25/2024,vs,Belhaven,L,4-7,6.0,8,7,3,3,6,1,0,0,0,0,0,0,1,2,0,3.5
2/25/2024,vs,Fontbonne,L,1-3,7.0,7,3,1,2,3,1,0,0,2,0,1,0,1,3,0,1.0
3/2/2024,vs,St.Olaf College,L,0-2,6.0,3,2,0,2,0,1,0,0,0,0,3,0,1,4,0,0.0
3/2/2024,vs,Luther College,L,1-2,8.0,9,2,2,1,4,1,0,0,0,0,1,0,1,5,0,1.75
3/9/2024,,Millikin,W,4-3,8.0,7,3,3,2,3,1,1,0,0,0,1,0,2,5,0,2.63
3/9/2024,vs,DePauw,W,11-9,8.0,7,9,8,8,3,1,2,0,1,0,2,0,3,5,0,7.0
3/10/2024,vs,Wis.-Stevens Point,L,1-6,7.0,9,6,3,3,2,1,1,0,2,0,0,0,3,6,0,3.0
3/10/2024,at,Millikin,L,9-10,6.1,7,10,7,7,3,1,0,0,7,0,2,0,3,7,0,7.74
3/17/2024,vs,Wis.-Eau Claire,L,5-6,7.0,8,6,3,3,3,0,0,0,2,0,3,0,3,8,0,3.0
3/17/2024,vs,Bates,W,7-0,7.0,4,0,0,3,4,0,0,0,1,0,1,0,4,8,0,0.0
3/18/2024,vs,Middlebury,W,12-3,5.0,5,3,3,2,4,1,0,0,1,0,1,0,5,8,0,4.2
3/18/2024,vs,College of Wooster,W,11-1,6.0,7,1,1,2,1,0,0,0,1,0,0,0,6,8,0,1.17
3/19/2024,vs,Nazareth,W,8-0,5.0,2,0,0,1,7,0,1,0,1,0,0,0,7,8,0,0.0
3/19/2024,vs,Wash. & Jeff.,W,11-1,6.0,9,1,0,1,4,1,0,0,0,0,0,0,8,8,0,0.0
3/21/2024,vs,Clarkson,W,15-0,5.0,4,0,0,0,9,0,0,0,0,0,0,0,9,8,0,0.0
3/21/2024,vs,Millikin,W,6-5,7.0,6,5,4,2,3,2,0,0,0,0,2,0,10,8,0,4.0
3/30/2024,,Simpson,L,5-6,7.0,11,6,6,3,3,3,0,0,0,0,0,0,10,9,0,6.0
3/30/2024,,Simpson,L,1-6,7.0,12,6,6,4,3,1,1,0,1,0,1,0,10,10,0,6.0
4/6/2024,at,Lake Forest,L,5-14,4.1,13,14,10,5,1,3,0,3,0,0,0,0,10,11,0,16.15
4/6/2024,at,Lake Forest,L,8-9,6.2,15,9,8,1,5,2,0,1,1,0,0,0,10,12,0,8.4
4/7/2024,at,Beloit,W,7-1,7.0,4,1,1,2,1,1,0,0,0,0,1,0,11,12,0,1.0
4/7/2024,at,Beloit,W,9-2,7.0,6,2,2,3,4,0,0,0,0,0,0,0,12,12,0,2.0
4/13/2024,at,Coe College,L,2-7,6.0,10,7,6,1,3,1,1,1,0,0,0,0,12,13,0,7.0
4/13/2024,at,Coe College,W,3-1,7.0,10,1,1,1,1,0,0,0,0,0,0,0,13,13,1,1.0
4/17/2024,,Knox,W,18-0,5.0,2,0,0,0,5,0,0,0,0,0,0,0,14,13,0,0.0
4/17/2024,,Knox,W,14-0,5.0,2,0,0,0,5,0,0,0,1,0,0,0,15,13,0,0.0
4/20/2024,,Ripon,W,10-0,5.0,3,0,0,0,5,0,0,0,0,0,0,0,16,13,0,0.0
4/20/2024,,Ripon,W,21-1,5.0,5,1,0,1,2,1,0,0,1,0,1,0,17,13,0,0.0
4/22/2024,at,Monmouth (Ill.),W,10-0,7.0,6,0,0,0,9,0,0,0,0,0,1,0,18,13,0,0.0
4/22/2024,at,Monmouth (Ill.),W,18-0,5.0,2,0,0,0,7,0,0,0,1,0,0,0,19,13,0,0.0
4/27/2024,at,Cornell College,W,13-1,5.0,8,1,1,0,3,1,0,0,0,0,1,0,20,13,0,1.4
4/27/2024,at,Cornell College,W,11-3,6.0,5,3,3,4,2,1,0,0,0,0,1,0,21,13,0,3.5
5/3/2024,,Lawrence,W,6-0,7.0,5,0,0,0,2,0,0,0,0,0,1,0,22,13,0,0.0
5/3/2024,,Lawrence,W,8-6,7.0,5,6,5,5,4,0,0,0,0,0,4,0,23,13,0,5.0
5/4/2024,,Illinois Col.,L,5-7,7.0,13,7,5,2,4,2,0,1,0,0,0,0,23,14,0,5.0
5/4/2024,,Illinois Col.,W,9-0,5.0,3,0,0,4,2,0,0,0,0,0,0,0,24,14,0,0.0
5/10/2024,vs,Illinois Col.,W,13-0,5.0,3,0,0,1,1,1,0,0,0,0,0,0,25,14,0,0.0
5/10/2024,at,Lake Forest,W,10-3,7.0,4,3,1,3,2,1,0,0,0,0,1,0,26,14,0,1.0
5/11/2024,at,Lake Forest,W,11-7,7.0,11,7,7,2,3,1,0,1,1,0,0,0,27,14,0,7.0
5/16/2024,vs,Belhaven,L,2-4,6.0,7,4,3,2,2,2,1,1,1,0,1,0,27,15,0,3.5
5/17/2024,,Washington (Mo.),L,1-4,7.0,9,4,2,1,2,2,0,0,2,0,0,0,27,16,0,2.0
Total,,,,340-155,273.4,291,155,111,99,150,37,8,8,27,0,31,0,27,16,1,
