Player,Longest,Current
"Durak, Taylor",17,-
"Anson, Kambria",11,-
"Chu, Samantha",8,5
"Okada, Alexa",7,-
"Dykstra, Hannah",7,-
"Vermeulen, Lizzy",7,-
"Oda, Jasmine",7,7
"DiGiacomo-Zahller, Emma",6,1
"DiCarlo, Sofia",6,1
"Killion, Kyra",5,-
"Pender, Elyse",4,1
"Isaak, Baily",4,-
"Vermeulen, Kathryn",3,-
"Becker, Anne",3,3
"Schultz, Lindsey",2,2
