Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
2/24/2024,vs,Carroll (Wis.),L,8-10,31,8,11,8,3,1,0,10,0,1,0,1,0,1,0,6,18,10,5,0.355
2/24/2024,vs,Ozarks (Ark.),W,6-5,41,6,10,6,0,0,1,2,0,3,0,1,1,0,0,12,33,14,1,0.244
2/25/2024,vs,Belhaven,L,4-7,28,4,10,3,0,1,0,5,0,1,1,0,0,0,0,7,18,5,3,0.357
2/25/2024,vs,Fontbonne,L,1-3,25,1,5,1,0,0,0,0,0,1,0,1,0,0,0,6,21,12,1,0.2
3/2/2024,vs,St.Olaf College,L,0-2,25,0,4,0,0,0,0,2,0,0,1,0,1,0,0,1,18,9,1,0.16
3/2/2024,vs,Luther College,L,1-2,26,1,5,1,0,0,1,4,0,0,1,0,0,0,0,6,24,15,2,0.192
3/9/2024,,Millikin,W,4-3,27,4,5,4,1,1,0,8,0,1,0,0,2,0,0,12,24,6,0,0.185
3/9/2024,vs,DePauw,W,11-9,32,11,9,7,1,0,0,4,0,0,0,4,1,2,0,6,24,17,3,0.281
3/10/2024,vs,Wis.-Stevens Point,L,1-6,25,1,3,1,0,0,0,0,0,1,0,0,1,0,0,7,21,9,4,0.12
3/10/2024,at,Millikin,L,9-10,36,9,13,8,6,0,0,2,0,0,0,1,1,0,0,8,19,8,2,0.361
3/17/2024,vs,Wis.-Eau Claire,L,5-6,26,5,9,5,2,0,0,4,0,1,1,3,1,1,1,4,21,13,4,0.346
3/17/2024,vs,Bates,W,7-0,28,7,7,4,1,0,0,5,0,1,0,0,1,0,0,7,21,11,0,0.25
3/18/2024,vs,Middlebury,W,12-3,20,12,9,12,4,1,1,4,0,2,0,2,1,0,0,4,15,5,0,0.45
3/18/2024,vs,College of Wooster,W,11-1,30,11,12,10,3,0,2,2,0,3,0,1,0,1,0,3,18,12,2,0.4
3/19/2024,vs,Nazareth,W,8-0,22,8,8,7,3,0,0,3,0,1,0,1,0,1,0,2,15,3,0,0.364
3/19/2024,vs,Wash. & Jeff.,W,11-1,32,11,12,8,2,0,1,2,0,1,0,1,0,0,0,4,18,10,1,0.375
3/21/2024,vs,Clarkson,W,15-0,34,15,18,15,3,0,2,3,0,4,0,0,0,0,0,3,15,7,1,0.529
3/21/2024,vs,Millikin,W,6-5,25,6,5,6,2,0,0,7,0,0,0,0,0,0,0,6,21,9,1,0.2
3/30/2024,,Simpson,L,5-6,28,5,6,4,0,1,0,5,0,1,0,1,1,0,0,7,21,8,0,0.214
3/30/2024,,Simpson,L,1-6,30,1,11,1,1,0,0,2,0,0,0,0,0,1,1,3,21,10,3,0.367
4/6/2024,at,Lake Forest,L,5-14,21,5,6,5,0,0,2,3,0,0,0,0,2,0,0,3,13,5,4,0.286
4/6/2024,at,Lake Forest,L,8-9,30,8,12,8,1,0,2,9,0,2,0,2,1,0,0,6,20,9,2,0.4
4/7/2024,at,Beloit,W,7-1,30,7,9,7,2,0,0,6,0,3,1,1,2,1,0,4,21,12,2,0.3
4/7/2024,at,Beloit,W,9-2,30,9,10,9,2,1,1,5,0,0,0,1,2,0,0,1,21,10,2,0.333
4/13/2024,at,Coe College,L,2-7,27,2,6,2,2,0,0,1,0,0,0,0,0,0,0,5,18,5,2,0.222
4/13/2024,at,Coe College,W,3-1,25,3,6,3,1,0,0,3,0,0,0,0,1,2,0,3,21,8,3,0.24
4/17/2024,,Knox,W,18-0,29,18,16,17,0,0,1,7,0,1,0,2,0,0,0,2,15,3,0,0.552
4/17/2024,,Knox,W,14-0,27,14,15,14,4,2,1,1,0,4,0,2,0,0,0,2,15,5,0,0.556
4/20/2024,,Ripon,W,10-0,22,10,10,10,5,0,0,2,0,2,0,0,0,1,0,1,15,4,0,0.455
4/20/2024,,Ripon,W,21-1,25,21,15,18,4,1,1,9,0,1,0,1,1,1,0,1,15,7,1,0.6
4/22/2024,at,Monmouth (Ill.),W,10-0,31,10,12,9,3,0,0,2,0,2,0,0,1,2,0,5,21,6,0,0.387
4/22/2024,at,Monmouth (Ill.),W,18-0,34,18,16,17,0,0,2,3,0,2,0,3,0,2,0,3,15,6,2,0.471
4/27/2024,at,Cornell College,W,13-1,29,13,15,12,2,0,0,5,0,0,0,1,0,1,0,2,15,6,2,0.517
4/27/2024,at,Cornell College,W,11-3,31,11,15,11,6,0,2,1,0,3,1,1,0,1,0,0,18,9,0,0.484
5/3/2024,,Lawrence,W,6-0,23,6,9,5,2,0,0,2,0,3,0,1,0,1,0,6,21,12,0,0.391
