Statistic,High,Player,Opponent
PUTOUTS,12,J. Oda,Lawrence (5/3/2024)
ASSISTS,6,S. Chu; H. Dykstra,Lawrence (5/3/2024); College of Wooster (3/18/2024)
ERRORS,3,Sofia Dicarlo,Wis.-Stevens Point (3/10/2024)
PASSED BALLS,3,K. Killion,Fontbonne (2/25/2024)
DPS TURNED,2,H. Dykstra,Wis.-Eau Claire (3/17/2024)
