Statistic,High,Opponent
PUTOUTS,33,Ozarks (Ark.) (2/24/2024)
ASSISTS,17,DePauw (3/9/2024)
ERRORS,5,Carroll (Wis.) (2/24/2024)
PASSED BALLS,3,Fontbonne (2/25/2024)
DPS TURNED,2,Wis.-Eau Claire (3/17/2024)
