Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 29, 2015 (Saturday)",Noon,Neutral,Edgewood College,"Rock Island, IL",,,,"W,8-1",RecapBox Score
"August 29, 2015 (Saturday)",3:00 PM,Away,Augustana College (IL),"Rock Island, IL",,,,"L,1-8",Box Score
"September 5, 2015 (Saturday)",9:00 AM,Away,University of Wisconsin-Whitewater Tourney,"Whitewater, WI",,,,5th/8 Teams,RecapResults
"September 12, 2015 (Saturday)",11:00 AM,Home,Knox College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapBox Score
"September 12, 2015 (Saturday)",3:30 PM,Home,Monmouth College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapBox Score
"September 13, 2015 (Sunday)",9:00 AM,Home,Illinois College,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapBox Score
"September 16, 2015 (Wednesday)",6:00 PM,Neutral,Luther College,"Waterloo, IA",,,,"L,3-6",RecapBox Score
"September 20, 2015 (Sunday)",1:30 PM,Home,Cornell College,"Grinnell, IA/10th Avenue Courts",,,,"W,6-3",RecapBox Score
"September 25, 2015 (Friday)",9:00 AM,Away,ITA Regional Tournament,"St.Peter, MN",,,,No Team Score,RecapUSTA/ITA Midwest Regional ResultsGustavus Fall Invite Results
"October 3, 2015 (Saturday)",9:00 AM,Home,St. Norbert College,"Grinnell, IA/10th Avenue Courts",,,,"W,5-4",RecapBox Score
"October 3, 2015 (Saturday)",3:30 PM,Home,Ripon College,"Grinnell, IA/10th Avenue Courts",,,,"W,8-1",RecapBox Score
"October 4, 2015 (Sunday)",9:00 AM,Home,Lawrence University,"Grinnell, IA/10th Avenue Courts",,,,"W,9-0",RecapBox Score
"October 10, 2015 (Saturday)",9:00 AM,Away,Lake Forest College,"Lake Forest, IL",,,,"L,4-5",RecapBox Score
"October 10, 2015 (Saturday)",3:30 PM,Away,Carroll University,"Waukesha, WI",,,,"W,5-4",RecapBox Score
"October 11, 2015 (Sunday)",9:00 AM,Away,Beloit College,"Beloit, WI",,,,"W,9-0",RecapBox ScoreBox Score
"October 17, 2015 (Saturday)",8:00 AM,Neutral,Midwest Conference Individual Tourney,"Madison, WI",,,,No Team Score,RecapBox Score
"March 21, 2016 (Monday)",TBA,Neutral,Connecticut College,"Orlando, FL",,,,"L,2-7",Recap
"March 22, 2016 (Tuesday)",TBA,Neutral,Hope College,"Orlando, FL",,,,"L,1-8",Recap
"March 24, 2016 (Thursday)",TBA,Neutral,Carthage College,"Orlando, FL",,,,"L,1-8",Recap
"April 2, 2016 (Saturday)",2:00 p.m.,Home,Coe College,"Grinnell, IA/10th Avenue Courts",,,,"L,3-6",Recap
"April 8, 2016 (Friday)",5:30 p.m.,Neutral,Wheaton College (Ill.),"Rock Island, IL",,,,"L,0-9",RecapBox Score
"April 16, 2016 (Saturday)",TBA,Home,Grand View University,"Grinnell, IA",,,,"W,8-1",Box Score
"April 23, 2016 (Saturday)",TBA,Away,Simpson College,"Indianola, IA",,,,"W,9-0",Recap
"April 23, 2016 (Saturday)",TBA,Away,Central College,"Pella, IA",,,,"W,7-2",Recap
"April 29, 2016 (Friday)",TBA,Neutral,St. Norbert College,"Madison, WI",,,2016 Midwest Conference Tournament,"W,5-2",RecapBox Score
"April 29, 2016 (Friday)",TBA,Neutral,Lake Forest College,"Madison, WI",,,2016 Midwest Conference Tournament,"W,5-0",RecapBox Score
"May 12, 2016 (Thursday)",10:00 a.m.,Neutral,Coe College,"Belleville, IL",,,2016 NCAA Division III Women's National Tournament,"L,1-5",RecapBox Score
