Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 16, 2024 (Friday)",11:00 am PST,Neutral,Claremont-Mudd-Scripps,"La Verne, CA",,,,"L,2-12(7 Innings)",Box ScoreRecap
"February 17, 2024 (Saturday)",12:00 pm PST,Neutral,Claremont-Mudd-Scripps,"Long Beach, CA",,,,"L,1-11(8 Innings)",Box ScoreRecap
"February 17, 2024 (Saturday)",3:00 pm PST,Neutral,Claremont-Mudd-Scripps,"Long Beach, CA",,,,"L,1-6",Box ScoreRecap
"February 18, 2024 (Sunday)",12:00 pm PST,Away,California Institute of Technology,"Pasadena, CA",,,,"W,14-0(7 Innings)",Box ScoreRecap
"March 9, 2024 (Saturday)",12:00 pm CST,Away,Washington University,"St. Louis, MO",,,,"L,0-15(7 Innings)",Box ScoreRecap
"March 9, 2024 (Saturday)",3:00 pm CST,Away,Washington University,"St. Louis, MO",,,,"L,1-11(7 Innings)",Box ScoreRecap
"March 10, 2024 (Sunday)",12:00 pm CST,Away,Washington University,"St. Louis, MO",,,,"L,8-12",Box ScoreRecap
"March 12, 2024 (Tuesday)",3:00 pm EST,Neutral,University of Wisconsin-Whitewater,"Pensacola, FL",,,,"L,2-6",Box ScoreRecap
"March 13, 2024 (Wednesday)",3:00 pm EST,Neutral,Sewanee,"Pensacola, FL",,,,"L,4-6",Box ScoreRecap
"March 19, 2024 (Tuesday)",5:00 pm CST,Away,Wheaton College (Ill.),"Wheaton, IL",,,,"L,6-7",Box ScoreRecap
"March 23, 2024 (Saturday)",2:00 pm EST,Away,Case Western Reserve,"Cleveland, Ohio",,,,"L,1-2(7 Innings)",Box ScoreRecap
"March 23, 2024 (Saturday)",5:00 pm EST,Away,Case Western Reserve,"Cleveland, Ohio",,,,"L,4-7(7 Innings)",Box ScoreRecap
"March 24, 2024 (Sunday)",11:00 am EST,Away,Case Western Reserve,"Cleveland, Ohio",,,,"L,3-6",Box ScoreRecap
"March 24, 2024 (Sunday)",2:00 pm EST,Away,Case Western Reserve,"Cleveland, Ohio",,,,"L,2-6",Box ScoreRecap
"March 29, 2024 (Friday)",1:00 PM CST,Away,Illinois College,"Jacksonville, IL",,,,"W,13-4",Box ScoreRecap
"March 30, 2024 (Saturday)",12:00 pm CST,Away,Illinois College,"Jacksonville, IL",,,,"W,12-0(7 Innings)",Box ScoreRecap
"March 30, 2024 (Saturday)",3:00 pm CST,Away,Illinois College,"Jacksonville, IL",,,,"W,11-6",Box ScoreRecap
"April 3, 2024 (Wednesday)",,Away,Hope College,"Holland, MI",,,,Canceled,
"April 5, 2024 (Friday)",1:00 PM CST,Home,Beloit College,"J. Kyle Anderson Field | Chicago, IL",,,,"L,2-4",Box ScoreRecap
"April 5, 2024 (Friday)",4:00 pm CST,Home,Beloit College,"J. Kyle Anderson Field | Chicago, IL",,,,"L,8-12",Box ScoreRecap
"April 6, 2024 (Saturday)",12:00 pm CST,Home,Monmouth College,"J. Kyle Anderson Field | Chicago, IL",,,,"W,6-1",Box ScoreRecap
"April 6, 2024 (Saturday)",3:00 pm CST,Home,Monmouth College,"J. Kyle Anderson Field | Chicago, IL",,,,"W,10-4",Box ScoreRecap
"April 10, 2024 (Wednesday)",1:00 pm CST,Away,Beloit College,"Beloit, WI",,,,"W,11-9",Box ScoreRecap
"April 13, 2024 (Saturday)",12:00 pm CST,Home,Lawrence University,"J. Kyle Anderson Field | Chicago, IL",,,,"L,4-8",Box ScoreRecap
"April 13, 2024 (Saturday)",3:00 pm CST,Home,Lawrence University,"J. Kyle Anderson Field | Chicago, IL",,,,"W,13-4",Box ScoreRecap
"April 14, 2024 (Sunday)",12:00 pm CST,Home,Lawrence University,"J. Kyle Anderson Field | Chicago, IL",,,,"W,12-6",Box ScoreRecap
"April 16, 2024 (Tuesday)",12:30 PM CST,Away,Ripon College,"Ripon, WI",,,,"L,3-6",Box ScoreRecap
"April 16, 2024 (Tuesday)",3:00 pm CST,Away,Ripon College,"Ripon, WI",,,,"W,5-3",Box ScoreRecap
"April 20, 2024 (Saturday)",12:00 pm CST,Away,Knox College,"Galesburg, IL",,,,"L,5-6(10 Innings)",Box ScoreRecap
"April 20, 2024 (Saturday)",3:00 pm CST,Away,Knox College,"Galesburg, IL",,,,"W,18-3(7 Innings)",Box ScoreRecap
