Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 2, 1994 (Wednesday)",,Home,Simpson,"Grinnell, IA",,,"W,8-1",
"March 9, 1994 (Wednesday)",,Home,Central,"Grinnell, IA",,,"W,6-3",
"March 11, 1994 (Friday)",,Home,Ripon,"Grinell, IA",,,"L,1-8",
"March 15, 1994 (Tuesday)",,Home,Cornell,"Grinnell, IA",,,"W,7-2",
"March 17, 1994 (Thursday)",,Home,Wartburg,"Grinnell, IA",,,"W,6-3",
"April 9, 1994 (Saturday)",,Away,Central Invitational,"Pella, IA",,,1st/4 Teams,
"April 13, 1994 (Wednesday)",,Away,Northern Iowa,"Cedar Falls, IA",,,"L,2-7",
"April 16, 1994 (Saturday)",,Neutral,Knox,"Cedar Rapids, IA",,,"L,2-7",
"April 17, 1994 (Sunday)",,Neutral,Illinois College,"Cedar Rapids, IA",,,"W,5-4",
"April 17, 1994 (Sunday)",,Away,Coe,"Cedar Rapids, IA",,,"L,1-8",
"April 30, 1994 (Saturday)",,Home,Luther,"Grinnell, IA",,,"L,1-8",
"May 2, 1994 (Monday)",,Away,Cornell,"Mount Vernon, IA",,,"W,5-4",
"May 7, 1994 (Saturday)",,Neutral,Midwest Conference Tournament,"Madison, WI",,,5th/11 Teams,
