Unnamed: 0,Time,Athletes,Meet,Meet Date
,11:00.66,"Williams, Walcher, Boev, Brotman",Midwest Conference Indoor Championships,"Feb 25, 2022"
,11:04.66,"Nickeson, Jacobs, Boev, Williams",Grinnell Invitational,"Jan 29, 2022"
,11:26.57,"Harvey, Rowekamp, O'Reilly, Cantor",Grinnell Invitational,"Jan 29, 2022"
