Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 31, 2018 (Friday)",7:00 PM,Away,Rockford University,"Rockford, Ill.",,,"T,0-0(2OT)",Box Score
"September 2, 2018 (Sunday)",2:00 PM,Home,Buena Vista,Mount Vernon,,,"W,4-1",Box Score
"September 5, 2018 (Wednesday)",5:00 PM,Home,Central,Mount Vernon,,,"W,2-1(2OT)",Box Score
"September 8, 2018 (Saturday)",3:00 PM,Away,Bethel University,"Saint Paul, Minn.",,,"W,1-0",Box Score
"September 9, 2018 (Sunday)",2:00 PM,Home,Nebraska Wesleyan,Mount Vernon,,,"W,1-0",Box Score
"September 12, 2018 (Wednesday)",7:00 PM,Away,Coe College,Cedar Rapids,,,"W,3-0",Box Score
"September 15, 2018 (Saturday)",3:00 PM,Home,Coe College,Mount Vernon,,,"W,2-0",Box Score
"September 18, 2018 (Tuesday)",4:30 PM,Home,Iowa Wesleyan,Mount Vernon,,,"W,2-1",Box Score
"September 22, 2018 (Saturday)",11:00 AM,Home,Monmouth,Mount Vernon,,,"T,0-0(2OT)",Box Score
"September 29, 2018 (Saturday)",11:00 AM,Home,Beloit,Mount Vernon,,,"W,3-1",Box Score
"September 30, 2018 (Sunday)",11:00 AM,Home,Lake Forest,Mount Vernon,,,"W,2-1",Box Score
"October 7, 2018 (Sunday)",11:00 AM,Away,Illinois College,"Jacksonville, Ill.",,,"W,1-0",Box Score
"October 13, 2018 (Saturday)",11:00 AM,Away,Lawrence,"Appleton, Wis.",,,"W,2-1",Box Score
"October 14, 2018 (Sunday)",11:00 AM,Away,Ripon College,"Ripon, Wis.",,,"W,3-0",Box Score
"October 17, 2018 (Wednesday)",7:00 PM,Away,Clarke University,Dubuque,,,"W,2-1",Box Score
"October 20, 2018 (Saturday)",11:00 AM,Home,St. Norbert,Mount Vernon,,,"L,0-1",Box Score
"October 24, 2018 (Wednesday)",3:45 PM,Home,Grinnell,Mount Vernon,,,"W,2-1",Box Score
"October 27, 2018 (Saturday)",11:00 AM,Away,Knox College,"Galesburg, Ill.",,,"L,1-2",Box Score
"November 2, 2018 (Friday)",1:30 PM,Neutral,Knox College,"De Pere, Wis.",,,"L,0-1",Box Score
