Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 4, 1996 (Wednesday)",,Away,Central,"Pella, IA",,,"L,3-6",
"September 7, 1996 (Saturday)",,Away,Cornell,"Mount Vernon, IA",,,"W,7-2",
"September 13, 1996 (Friday)",,Away,Ripon,"Ripon, WI",,,"L,2-7",
"September 14, 1996 (Saturday)",,Away,Lawrence,"Appleton, WI",,,"W,5-4",
"September 14, 1996 (Saturday)",,Neutral,St. Norbert,"Appleton, WI",,,"W,5-4",
"September 17, 1996 (Tuesday)",,Away,Simpson,"Indianola, IA",,,"W,5-4",
"September 22, 1996 (Sunday)",,Away,Beloit,"Dubuque, IA",,,"L,2-7",
"September 28, 1996 (Saturday)",,Home,Wartburg,"Grinnell, IA",,,"W,5-4",
"September 28, 1996 (Saturday)",,Home,William Penn,"Grinnell, IA",,,"W,6-3",
"September 29, 1996 (Sunday)",,Home,Loras,"Grinnell, IA",,,"L,3-6",
"October 5, 1996 (Saturday)",,Away,Knox,"Galesburg, IL",,,"L,4-5",
"October 5, 1996 (Saturday)",,Neutral,Illinois College,"Galesburg, IL",,,"W,9-0",
"October 9, 1996 (Wednesday)",,Home,Coe,"Grinnell, IA",,,"W,5-4",
"October 12, 1996 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"W,8-1",
"October 18, 1996 (Friday)",,Neutral,MWC Tournament,"Madison, WI",,,7th/11 Teams,
