Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 2, 2023 (Saturday)",1 pm,Home,Claremont-M-S,,,,,"L,15-24",Box ScoreRecap
"September 9, 2023 (Saturday)",1 pm,Away,Monmouth College,"Monmouth, IL",,,,"L,6-39",Box ScoreRecap
"September 16, 2023 (Saturday)",2 pm (CT),Home,Knox,,,,,"W,63-0",Box ScoreRecap
"September 30, 2023 (Saturday)",1 pm,Away,Beloit,"Beloit, WI",,,,"W,48-7",Box ScoreRecap
"October 7, 2023 (Saturday)",1 pm,Home,Illinois Col.,,,,,"L,20-41",Box ScoreRecap
"October 14, 2023 (Saturday)",2 pm,Home,Ripon,,,,2024 UChicago Homecoming,"W,21-6",Box ScoreRecap
"October 21, 2023 (Saturday)",1 pm,Away,Cornell College,"Mount Vernon, IA",,,,"L,34-47",Box ScoreRecap
"October 28, 2023 (Saturday)",1 pm,Home,Lawrence,,,,University of Chicago Women's Soccer Senior Day,"W,55-12",Box ScoreRecap
"November 4, 2023 (Saturday)",1 pm,Away,Grinnell,"Grinnell, IA",,,,"W,48-14",Box ScoreRecap
"November 11, 2023 (Saturday)",12 pm,Away,Lake Forest,"Lake Forest, IL",,,,"W,15-14",Box ScoreRecap
