Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 3, 2013 (Sunday)",,Neutral,Bluffton University,,,,"L,4-9",
"March 3, 2013 (Sunday)",,Neutral,Simpson College,,,,"L,1-9",
"March 4, 2013 (Monday)",,Neutral,Concordia University Chicago,,,,"L,0-11",
"March 4, 2013 (Monday)",,Neutral,Thomas More College,,,,"L,0-9",
"March 5, 2013 (Tuesday)",,Neutral,Roanoke College,,,,"L,0-10",
"March 5, 2013 (Tuesday)",,Neutral,Trine University,,,,"L,0-10",
"March 7, 2013 (Thursday)",,Neutral,Widener University,,,,"L,1-3",
"March 7, 2013 (Thursday)",,Neutral,Westminster College (PA),,,,"W,8-7",
"March 8, 2013 (Friday)",,Neutral,Roger Williams University,,,,"L,1-2",
"March 8, 2013 (Friday)",,Neutral,Webster College,,,,"L,2-4",
"March 22, 2013 (Friday)",,Away,Eureka College,"Eureka, Ill.",,,"L,1-3",
"March 22, 2013 (Friday)",,Away,Eureka College,"Eureka, Ill.",,,"L,2-10",
"March 23, 2013 (Saturday)",,Away,Greenville University,"Greenville, Ill.",,,"W,8-4",
"March 23, 2013 (Saturday)",,Away,Greenville University,"Greenville, Ill.",,,"L,3-7",
"March 28, 2013 (Thursday)",,Home,North Central College,"Beloit, WIs./Strong Complex Softball Field",,,"L,0-6",
"March 28, 2013 (Thursday)",,Home,North Central College,"Beloit, Wis./Strong Complex Softball Field",,,"L,1-12",
"March 30, 2013 (Saturday)",,Home,Cornell College,"Beloit, Wis./Strong Complex Softball Field",,,"L,1-9",
"March 30, 2013 (Saturday)",,Home,Cornell College,"Beloit, Wis./Strong Complex Softball Field",,,"L,0-9",
"April 2, 2013 (Tuesday)",,Home,UW-Platteville,"Beloit, Wis./Strong Complex Softball Field",,,"L,3-4",
"April 2, 2013 (Tuesday)",,Home,UW-Platteville,"Beloit, Wis./Strong Complex Softball Field",,,"L,7-10",
"April 7, 2013 (Sunday)",,Home,Ripon College,"Beloit, Wis./Strong Complex Softball Field",,,"W,7-1",
"April 7, 2013 (Sunday)",,Home,Ripon College,"Beloit, Wis./Strong Complex Softball Field",,,"L,3-5",
"April 12, 2013 (Friday)",,Neutral,Illinois College,,,,"L,0-9",
"April 12, 2013 (Friday)",,Neutral,Monmouth College,,,,"L,4-5",
"April 13, 2013 (Saturday)",,Neutral,Cornell College,,,,"L,0-1",
"April 13, 2013 (Saturday)",,Neutral,Knox College,,,,"L,0-5",
"April 14, 2013 (Sunday)",,Neutral,Lake Forest College,,,,"W,3-2",
"April 14, 2013 (Sunday)",,Neutral,Grinnell College,,,,"W,8-0",
"April 19, 2013 (Friday)",,Away,University of Chicago,"Chicago, Ill.",,,"L,1-12",
"April 19, 2013 (Friday)",,Away,University of Chicago,"Chicago, Ill.",,,"L,0-10",
"April 20, 2013 (Saturday)",,Home,Lawrence University,"Beloit, WIs./Strong Complex Softball Field",,,"W,2-1",
"April 20, 2013 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Strong Complex Softball Field",,,"L,4-5",
"April 24, 2013 (Wednesday)",,Home,Carroll University,"Beloit, Wis./Strong Complex Softball Field",,,"W,3-1",
"April 24, 2013 (Wednesday)",,Home,Carroll University,"Beloit, Wis./Strong Complex Softball Field",,,"L,3-11",
"April 27, 2013 (Saturday)",,Away,St. Norbert College,"De Pere, Wis.",,,"L,1-8",
"April 27, 2013 (Saturday)",,Away,St. Norbert College,"De Pere, Wis.",,,"L,6-11",
