Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Redford, Hugh",SR-4,3.95m,"12' 11.5""",UNI Dome Open,"Feb 19, 2010"
,"Redford, Hugh",SR-4,3.75m,"12' 3.5""",Mid-West Conference Championship,"Feb 26, 2010"
