Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2022 (Thursday)",7:00 p.m.,Away,Coe College,"Cedar Rapids, IA",,,,"W,3-0",Box ScoreRecap
"September 3, 2022 (Saturday)",Noon,Home,Elmhurst University,"Grinnell, IA/Springer Field",,,,"L,0-1",Box ScoreRecap
"September 7, 2022 (Wednesday)",5:00 p.m.,Away,University of Dubuque,"Dubuque, IA",,,,"L,1-3",Box ScoreRecap
"September 10, 2022 (Saturday)",1:30 p.m.,Home,Central College,"Grinnell, IA",,,,"W,2-0",Box ScoreRecap
"September 11, 2022 (Sunday)",2:00 p.m.,Home,University of Wisconsin-Eau Claire,"Grinnell, IA/Springer Field",,,,"L,0-2",Box ScoreRecap
"September 17, 2022 (Saturday)",1:30 p.m.,Home,Nebraska Wesleyan University,"Grinnell, IA",,,,"L,0-2",Box ScoreRecap
"September 18, 2022 (Sunday)",Noon,Away,Buena Vista University,"Storm Lake, IA",,,,"W,5-0",Box ScoreRecap
"September 24, 2022 (Saturday)",11:00 a.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,3-1",Box ScoreRecap
"September 27, 2022 (Tuesday)",4:30 p.m.,Home,Knox College,"Grinnell, IA",,,,"W,1-0",Box ScoreRecap
"October 4, 2022 (Tuesday)",4:30 p.m.,Home,Cornell College,"Grinnell, IA",,,,"W,4-2",Box ScoreRecap
"October 8, 2022 (Saturday)",11:00 a.m.,Home,Beloit College,"Grinnell, IA",,,,"T,1-1",Box ScoreRecap
"October 11, 2022 (Tuesday)",3:00 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"W,3-1",Box ScoreRecap
"October 15, 2022 (Saturday)",1:30 p.m.,Away,Lawrence University,"Appleton, WI",,,,"W,1-0",Box ScoreRecap
"October 16, 2022 (Sunday)",Noon,Away,Lakeland University,"Plymouth, WI",,,,"W,3-1",Box ScoreRecap
"October 22, 2022 (Saturday)",11:00 a.m.,Away,Ripon College,"Ripon, WI",,,,"L,2-3",Box ScoreRecap
"October 23, 2022 (Sunday)",Noon,Away,Marian University,"Fond du Lac, WI",,,,"L,2-3",Box ScoreRecap
"October 29, 2022 (Saturday)",11:00 a.m.,Home,Lake Forest College,"Grinnell, IA",,,,"L,0-2",Box ScoreRecap
"November 4, 2022 (Friday)",TBA,Neutral,Ripon College (Semifinal),"Lake Forest, IL",,,2022 Midwest Conference Tournament,"W,2-0",Box ScoreRecap
"November 5, 2022 (Saturday)",2 p.m.,Away,Lake Forest College (Championship),"Lake Forest, IL",,,2022 Midwest Conference Tournament,"L,1-2",Box ScoreRecap
