Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"February 26, 2022 (Saturday)",2:00 p.m.,Neutral,St. Olaf College,"Rochester, MN (Rochester Dome-Field 1)",,,,"W,7-6",Box ScoreRecap
"February 26, 2022 (Saturday)",4:00 p.m.,Neutral,St. Catherine University,"Rochester, MN (Rochester Dome-Field 2)",,,,"L,2-13(6 innings)",Box ScoreRecap
"February 27, 2022 (Sunday)",Noon,Neutral,St. Catherine University,"Rochester, MN (Rochester Dome-Field 2)",,,,"L,0-8(6 innings)",Box ScoreRecap
"February 27, 2022 (Sunday)",4:00 p.m.,Neutral,Luther College,"Rochester, MN (Rochester Dome-Field 1)",,,,"L,2-5",Box ScoreRecap
"March 20, 2022 (Sunday)",1:30 p.m. (EDT),Neutral,Middlebury College,"Clermont, FL (Legends Way-Field 3)",,,,"L,0-8(5 innings)",Box ScoreRecap
"March 20, 2022 (Sunday)",4:00 p.m. (EDT),Neutral,Tufts University,"Clermont, FL (Legends Way-Field 3)",,,,"L,0-7",Box ScoreRecap
"March 21, 2022 (Monday)",1:45 p.m. (EDT),Neutral,Massachusetts Institute of Technology,"Clermont, FL (Legends Way-Field 2)",,,,"L,0-7",Box ScoreRecap
"March 21, 2022 (Monday)",4:00 p.m. (EDT),Neutral,University of Wisconsin-Oshkosh,"Clermont, FL (Legends Way-Field 2)",,,,"L,5-8",Box ScoreRecap
"March 22, 2022 (Tuesday)",4:00 p.m. (EDT),Neutral,Colby College,"Clermont, FL (Legends Way-Field 3)",,,,"W,6-5",Box ScoreRecap
"March 22, 2022 (Tuesday)",6:15 p.m. (EDT),Neutral,Saint Ambrose University (Iowa),"Clermont, FL (Legends Way-Field 2)",,,,"L,3-11(5 innings)",Box ScoreRecap
"March 23, 2022 (Wednesday)",11:15 a.m. (EDT),Neutral,University of Wisconsin-Eau Claire,"Clermont, FL (Hancock Park)",,,,"W,7-4",Box ScoreRecap
"March 25, 2022 (Friday)",11:15 a.m. (EDT),Neutral,Trinity College (Conn.),"Clermont, FL (Legends Way-Field 2)",,,,"W,5-4",Box ScoreRecap
