0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Simpson Invitational,"Sept. 22, 2021",1,89,+18,t-53rd/62
Knox Fall Invitational,"Oct 2-3, 2021",2,84-94=178,+34,t-37th/41
SEASON TOTALS,SEASON TOTALS,3,267 Avg. 89.0,+17,-
