0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Grinnell vs. Pima CC,"March 23, 2022",1,104,+34,14th/14
Jim Wetherbee Memorial,"Mar 26-27, 2022",2,89-99=188,+44,t-111th/120
Wartburg Spring Invitational,"Apr 1, 2022",1,95,+24,t-86th/88
The Verhille Invitational,"Apr 21, 2022",1,100,+28,100th/102
SEASON TOTALS,SEASON TOTALS,5,487 Avg. 97.4,+26,-
