Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 7, 2024 (Saturday)",6:00 p.m.,Away,North Park University,"Chicago, Ill.",,,"L,41-42",Box ScoreRecap
"September 14, 2024 (Saturday)",1:00 p.m.,Home,Grinnell College,"Ripon, Wis./Hopp Stadium",,,"W,23-19",Box ScoreRecap
"September 21, 2024 (Saturday)",1:00 p.m.,Away,Illinois College,"Jacksonville, Ill.",,,"L,14-44",Box ScoreRecap
"October 5, 2024 (Saturday)",2:00 p.m.,Away,Cornell College,"Mount Vernon, Iowa",,,"L,34-37",Box ScoreRecap
"October 12, 2024 (Saturday)",6:00 p.m.,Home,Knox College,"Ripon, Wis./Hopp Stadium",,,"W,24-17",Box ScoreRecap
"October 19, 2024 (Saturday)",1:00 p.m.,Home,University of Chicago,"Ripon, Wis./Hopp Stadium",,,"L,6-30",Box ScoreRecap
"October 26, 2024 (Saturday)",1:00 p.m.,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,0-66",Box ScoreRecap
"November 2, 2024 (Saturday)",1:00 p.m.,Away,Monmouth College,"Monmouth, Ill.",,,"L,13-56",Box ScoreRecap
"November 9, 2024 (Saturday)",1:00 p.m.,Home,Beloit College,"Ripon, Wis./Hopp Stadium",,,"W,16-7",Box ScoreRecap
"November 16, 2024 (Saturday)",12:00 p.m.,Home,Lawrence University,"Ripon, Wis./Hopp Stadium",,,"W,41-0",Box ScoreRecap
