Statistic,High,Player,Opponent
PUTOUTS,15,Carson Gampell,Monmouth College (4/12/2018); Ripon College (4/21/2018)
ASSISTS,10,Benjamin Wong,Monmouth College (4/12/2018)
ERRORS,2,Jared Booth; Riley Guieb; Benjamin Wong,UW-Oshkosh (3/21/2018); St. Thomas (3/26/2018); Monmouth College (4/12/2018)
PASSED BALLS,2,Galanek; Noah Daniel,Hendrix (3/17/2018); UW-Stevens Point (3/25/2018)
DPS TURNED,2,Carson Gampell,Univ. of Chicago (5/5/2018); Univ. of Chicago (3/4/2018)
