Player,Longest,Current
"Shults, Andrew",27,27
"Zaroban, Nathan",26,26
"Wong, Benjamin",21,4
"McNitt, Quinton",19,-
"Gampell, Carson",11,1
"Weaver, Brad",9,-
"Galanek, Sam",9,5
"Cabrera, Julian",8,3
"Booth, Jared",8,2
"Levens, Ravi",4,4
"Czajkowski, Kory",3,1
"Comiskey, Shane",3,-
"Rosol, Ryan",3,3
"Guieb, Riley",3,2
"Slattery, Michael",3,-
"Daniel, Noah",2,2
"Koehler, Chad",2,-
"Hager, Jack",2,-
"LeSher, Brady",1,-
"Taylor, Zeke",1,-
