#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
18.0,"Galanek, Sam 18 Galanek, Sam",174,151,23,0,1.0,2,25,7,5,0,View Bio
42.0,"Slattery, Michael 42 Slattery, Michael",32,27,5,0,1.0,1,5,0,0,0,View Bio
44.0,"Morsch, Jacob 44 Morsch, Jacob",10,0,10,0,1.0,0,4,2,0,0,View Bio
31.0,"Hager, Jack 31 Hager, Jack",9,8,1,0,1.0,1,0,0,0,0,View Bio
45.0,"Lu, Nate 45 Lu, Nate",4,0,4,0,1.0,0,5,0,0,0,View Bio
15.0,"Carr, Charles 15 Carr, Charles",3,1,2,0,1.0,0,1,0,0,0,View Bio
50.0,"Taylor, Zeke 50 Taylor, Zeke",3,2,1,0,1.0,0,0,0,0,0,View Bio
27.0,"Rosol, Ryan 27 Rosol, Ryan",2,2,0,0,1.0,0,0,0,0,0,View Bio
40.0,"Moeller, Ryan 40 Moeller, Ryan",2,0,2,0,1.0,0,2,0,0,0,View Bio
19.0,"Baumann, Christian 19 Baumann, Christian",1,0,1,0,1.0,0,0,0,0,0,View Bio
30.0,"Lubelfeld, Daniel 30 Lubelfeld, Daniel",1,0,1,0,1.0,0,7,0,0,0,View Bio
33.0,"Cabrera, Julian 33 Cabrera, Julian",1,1,0,0,1.0,0,0,0,0,0,View Bio
26.0,"Shults, Andrew 26 Shults, Andrew",84,80,3,1,0.988,0,0,0,0,0,View Bio
4.0,"Gampell, Carson 4 Gampell, Carson",292,276,12,4,0.986,16,0,0,0,0,View Bio
12.0,"Zaroban, Nathan 12 Zaroban, Nathan",71,66,4,1,0.986,1,0,0,0,0,View Bio
24.0,"Comiskey, Shane 24 Comiskey, Shane",52,45,6,1,0.981,3,2,0,0,0,View Bio
17.0,"Weaver, Brad 17 Weaver, Brad",45,44,0,1,0.978,0,0,0,0,0,View Bio
9.0,"Daniel, Noah 9 Daniel, Noah",80,71,7,2,0.975,0,36,3,5,0,View Bio
43.0,"McNitt, Quinton 43 McNitt, Quinton",109,40,66,3,0.972,11,0,0,0,0,View Bio
23.0,"Koehler, Chad 23 Koehler, Chad",26,25,0,1,0.962,0,6,0,1,0,View Bio
28.0,"Guieb, Riley 28 Guieb, Riley",43,20,21,2,0.953,5,0,0,0,0,View Bio
16.0,"Wong, Benjamin 16 Wong, Benjamin",162,45,108,9,0.944,8,0,0,0,0,View Bio
7.0,"Levens, Ravi 7 Levens, Ravi",15,5,9,1,0.933,2,0,0,0,0,View Bio
13.0,"Mack, Andrew 13 Mack, Andrew",10,3,6,1,0.9,0,6,3,0,0,View Bio
29.0,"LaMotte, Sam 29 LaMotte, Sam",10,3,6,1,0.9,0,4,1,0,0,View Bio
36.0,"Booth, Jared 36 Booth, Jared",108,24,69,15,0.861,6,0,0,0,0,View Bio
10.0,"Weirather, Brock 10 Weirather, Brock",18,1,14,3,0.833,1,5,1,0,0,View Bio
32.0,"Shubert, Gabriel 32 Shubert, Gabriel",6,2,3,1,0.833,0,3,1,0,0,View Bio
3.0,"Czajkowski, Kory 3 Czajkowski, Kory",11,3,6,2,0.818,2,0,0,0,0,View Bio
20.0,"LeSher, Brady 20 LeSher, Brady",5,1,3,1,0.8,1,0,0,0,0,View Bio
49.0,"Rick, Thompson 49 Rick, Thompson",5,0,4,1,0.8,0,6,3,0,0,View Bio
35.0,"Chang, Ryan 35 Chang, Ryan",8,1,5,2,0.75,0,9,1,0,0,View Bio
25.0,"Dudley, Joe 25 Dudley, Joe",2,1,0,1,0.5,0,3,0,0,0,View Bio
38.0,"Pine, Ezra 38 Pine, Ezra",1,0,0,1,0.0,0,5,1,0,0,View Bio
14.0,14  14 14,0,0,0,0,0.0,0,0,0,0,0,
2.0,"Galang, Ryan 2 Galang, Ryan",0,0,0,0,0.0,0,0,0,0,0,View Bio
34.0,"Reilly, Vince 34 Reilly, Vince",0,0,0,0,0.0,0,0,0,0,0,View Bio
41.0,"Goldsher, Jay 41 Goldsher, Jay",0,0,0,0,0.0,0,0,0,0,0,View Bio
46.0,"Jones, Zack 46 Jones, Zack",0,0,0,0,0.0,0,0,0,0,0,View Bio
6.0,"Lewis, Avery 6 Lewis, Avery",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,1405,948,402,55,0.961,24,134,23,11,0,
,Opponents,1404,960,382,62,0.956,27,138,17,17,0,
