Player,2,3,4,5+,Total
"Galanek, Sam",6,2,3,2,13
"Gampell, Carson",8,2,1,-,11
"Zaroban, Nathan",5,3,1,-,9
"Booth, Jared",5,3,-,-,8
"Shults, Andrew",4,2,-,-,6
"Wong, Benjamin",3,-,-,-,3
"Weaver, Brad",2,-,-,1,3
"Cabrera, Julian",1,1,-,-,2
"McNitt, Quinton",2,-,-,-,2
"Daniel, Noah",1,-,-,-,1
"Comiskey, Shane",1,-,-,-,1
"Guieb, Riley",1,-,-,-,1
TEAM,39,13,5,3,60
