Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/3/2018,vs,Illinois Wesleyan,L,5-6,40,5,11,5,2,0,1,5,0,0,0,3,1,0,1,8,28,12,2,0.275
3/4/2018,vs,Univ. of Chicago,L,0-16,21,0,1,0,0,0,0,4,0,0,0,1,1,0,0,15,18,8,1,0.048
3/17/2018,at,Hendrix,L,0-5,24,0,6,0,0,0,0,2,0,0,0,0,0,0,2,3,18,7,1,0.25
3/17/2018,at,Hendrix,L,3-5,30,3,8,3,3,0,0,2,0,1,0,0,0,0,0,4,18,4,2,0.267
3/18/2018,at,Hendrix,L,0-14,23,0,3,0,0,0,0,1,0,0,0,0,0,0,1,6,18,8,2,0.13
3/18/2018,at,Hendrix,W,7-5,30,7,11,6,3,0,0,4,0,2,1,1,0,1,0,2,21,7,3,0.367
3/21/2018,vs,UW-Oshkosh,L,0-8,31,0,6,0,0,0,0,3,0,1,1,0,1,0,0,8,27,5,3,0.194
3/22/2018,vs,Elmhurst College,L,3-4,31,3,7,2,2,1,0,1,0,0,2,0,0,0,0,7,24,5,1,0.226
3/24/2018,vs,Worcester State,W,9-3,34,9,12,9,4,1,0,0,0,0,0,2,0,1,0,4,21,10,0,0.353
3/24/2018,vs,Worcester State,W,5-2,23,5,9,5,1,1,0,3,0,1,0,0,1,1,1,3,21,10,0,0.391
3/25/2018,vs,UW-Whitewater,L,4-16,30,4,8,3,0,0,0,2,0,1,0,0,0,0,0,13,21,17,3,0.267
3/25/2018,vs,UW-Stevens Point,L,10-13,40,10,15,8,5,1,0,4,0,6,1,2,1,0,0,8,24,9,1,0.375
3/26/2018,vs,St. Thomas,L,1-9,30,1,4,1,0,0,0,2,0,0,0,0,0,0,1,12,24,14,4,0.133
3/30/2018,,Cornell College,W,16-4,31,16,13,13,2,0,3,5,0,0,0,5,0,0,0,4,21,10,0,0.419
3/30/2018,,Cornell College,W,14-4,36,14,17,13,4,1,0,5,0,3,0,5,0,1,0,10,21,6,0,0.472
3/31/2018,at,Cornell College,W,8-7,44,8,17,7,4,1,0,1,1,2,0,1,1,1,1,8,27,16,3,0.386
4/2/2018,at,Cornell College,L,3-5,32,3,8,3,0,0,0,7,0,2,0,0,0,0,1,5,24,11,0,0.25
4/5/2018,at,Illinois College,L,3-9,34,3,6,1,2,0,0,3,0,0,1,2,0,0,0,6,24,12,2,0.176
4/5/2018,at,Illinois College,W,8-6,32,8,9,6,2,0,1,8,0,3,0,3,2,1,2,5,27,8,0,0.281
4/8/2018,at,Illinois College,W,10-4,31,10,12,9,4,0,0,4,0,2,0,6,1,1,3,3,27,13,2,0.387
4/12/2018,at,Monmouth College,W,5-2,36,5,10,3,0,0,0,2,0,1,0,2,0,0,2,4,27,19,1,0.278
4/12/2018,at,Monmouth College,W,16-10,39,16,15,15,5,0,1,6,0,3,0,4,3,0,0,9,27,10,2,0.385
4/17/2018,,Monmouth College,L,5-13,33,5,11,5,1,1,1,3,0,1,0,0,1,1,2,2,27,11,3,0.333
4/17/2018,,Monmouth College,L,1-6,33,1,8,1,0,0,0,2,0,1,0,2,1,0,1,3,27,8,0,0.242
4/21/2018,vs,St. Norbert College,W,5-3,38,5,13,5,3,0,0,1,0,1,0,2,2,0,0,3,27,11,0,0.342
4/21/2018,vs,Ripon College,W,10-7,41,10,13,8,4,0,0,5,0,1,0,1,1,0,0,8,27,16,1,0.317
4/22/2018,vs,Beloit College,L,6-7,35,6,10,6,1,0,1,4,0,1,0,3,1,0,0,2,27,13,1,0.286
4/28/2018,,Knox,W,11-0,27,11,10,10,2,0,2,4,0,7,0,4,0,0,1,5,21,9,1,0.37
4/28/2018,,Knox,W,13-10,35,13,12,11,3,0,2,6,0,0,0,1,2,0,0,3,27,10,3,0.343
4/29/2018,at,Knox College,W,14-13,44,14,17,11,2,0,2,2,0,7,0,1,1,0,0,6,27,5,1,0.386
4/29/2018,at,Knox College,W,15-7,47,15,19,12,7,0,1,4,0,9,1,1,0,0,0,8,27,12,0,0.404
5/5/2018,,Luther College,L,10-14,36,10,11,9,0,0,1,3,0,2,0,4,1,1,1,8,27,10,1,0.306
5/5/2018,,Univ. of Chicago,L,3-11,32,3,6,3,1,0,2,2,0,3,0,0,0,0,0,10,27,13,2,0.188
5/6/2018,,Univ. of Chicago,L,4-5,25,4,5,3,1,0,2,2,0,2,0,1,1,1,0,6,21,9,0,0.2
5/6/2018,,Univ. of Chicago,L,9-19,28,9,10,8,3,0,4,3,0,2,1,1,0,2,1,6,21,9,2,0.357
5/7/2018,at,Illinois College,L,4-6,29,4,6,3,0,1,0,6,0,3,2,2,1,1,0,8,27,12,2,0.207
5/11/2018,vs,St. Norbert College,L,11-12,39,11,11,10,2,0,2,4,2,0,0,1,2,0,0,4,26,12,3,0.282
5/11/2018,vs,Lawrence University,W,12-11,36,12,14,9,6,0,0,3,0,1,0,4,1,1,0,4,27,9,2,0.389
5/12/2018,vs,St. Norbert College,L,0-4,32,0,6,0,1,0,0,3,0,0,0,1,1,0,0,6,27,12,0,0.188
Total,,,,263-305,1292,263,390,226,80,8,26,131,3,69,10,66,28,14,21,239,948,402,55,
