Statistic,High,Opponent
PUTOUTS,28,Illinois Wesleyan (3/3/2018)
ASSISTS,19,Monmouth College (4/12/2018)
ERRORS,4,St. Thomas (3/26/2018)
PASSED BALLS,2,Hendrix (3/17/2018); UW-Stevens Point (3/25/2018)
DPS TURNED,2,UW-Whitewater (3/25/2018); Univ. of Chicago (5/5/2018); Univ. of Chicago (3/4/2018); Hendrix (3/17/2018); St. Norbert College (5/11/2018)
