Player,Longest,Current
"Zaroban, Nathan",10,7
"Wong, Benjamin",9,4
"Shults, Andrew",9,-
"Galanek, Sam",8,3
"Gampell, Carson",7,-
"Cabrera, Julian",6,1
"Booth, Jared",6,-
"Weaver, Brad",5,-
"McNitt, Quinton",5,-
"Czajkowski, Kory",3,-
"Guieb, Riley",3,2
"Slattery, Michael",3,-
"Levens, Ravi",2,2
"Daniel, Noah",2,2
"Koehler, Chad",2,-
"Rosol, Ryan",2,-
"LeSher, Brady",1,-
"Comiskey, Shane",1,-
"Hager, Jack",1,-
"Taylor, Zeke",1,-
