Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 31, 2012 (Friday)",4 p.m.,Home,Marian University,"RIPON, Wis.",,,,"W,5-4",
"September 1, 2012 (Saturday)",10 a.m.,Home,Carroll University,"RIPON, Wis.",,,,"L,0-9",Box Score
"September 1, 2012 (Saturday)",2 p.m.,Home,Lake Forest College,"RIPON, Wis.",,,,"L,1-8",Box Score
"September 10, 2012 (Monday)",4 p.m.,Home,Mount Mary College,"RIPON, Wis./Larson Courts",,,,"W,8-1",Box Score
"September 11, 2012 (Tuesday)",4 p.m.,Home,Lakeland College,"RIPON, Wis.",,,,"L,4-5",Box Score
"September 18, 2012 (Tuesday)",4 p.m.,Away,UW-Oshkosh,"Oshkosh, Wis.",,,,"L,0-9",Box Score
"September 22, 2012 (Saturday)",9 a.m.,Home,Monmouth College,"RIPON, Wis.",,,,"W,6-2",RecapBox Score
"September 25, 2012 (Tuesday)",3 p.m.,Home,St. Norbert,"RIPON, Wis.",,,,"L,0-9",RecapBox Score
"September 29, 2012 (Saturday)",9 a.m.,Away,Beloit,"Beloit, Wis.",,,,"L,2-7",RecapBox Score
"September 29, 2012 (Saturday)",Noon,Neutral,Knox College,"Beloit, Wis.",,,,"L,1-8",RecapBox Score
"October 5, 2012 (Friday)",3 p.m.,Away,Lawrence,"Appleton, Wis.",,,,"L,0-9",RecapBox Score
"October 12, 2012 (Friday)",,Neutral,2012 Midwest Conference Championships,"Madison, Wis. (Nielsen Tennis Center)",,,Midwest Conference Championships,11th/11,Box Score
