Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"March 18, 2000 (Saturday)",TBA,Neutral,Muskingum,"Cape Coral, FL",,,Florida Trip,"L,0-6",
"March 18, 2000 (Saturday)",TBA,Neutral,Simpson,"Cape Coral, FL",,,Florida Trip,"L,0-3",
"March 19, 2000 (Sunday)",TBA,Neutral,Elmhurst,"Cape Coral, FL",,,Florida Trip,"W,6-5",
"March 19, 2000 (Sunday)",TBA,Neutral,Western Connecticut State,"Cape Coral, FL",,,Florida Trip,"W,6-3",
"March 21, 2000 (Tuesday)",TBA,Neutral,MCLA,"Cape Coral, FL",,,Florida Trip,"W,8-0",
"March 21, 2000 (Tuesday)",TBA,Neutral,Kalamazoo,"Cape Coral, FL",,,Florida Trip,"W,9-7",
"March 23, 2000 (Thursday)",TBA,Neutral,Mount Vernon Nazarene,"Cape Coral, FL",,,Florida Trip,"W,10-0",
"March 23, 2000 (Thursday)",TBA,Neutral,Coe,"Cape Coral, FL",,,Florida Trip,"L,1-3",
"March 24, 2000 (Friday)",TBA,Neutral,Millikin,"Cape Coral, FL",,,Florida Trip,"W,4-3",
"March 24, 2000 (Friday)",TBA,Neutral,Buena Vista,"Cape Coral, FL",,,Florida Trip,"W,3-2",
"March 30, 2000 (Thursday)",TBA,Home,Concordia Chicago,"Chicago, IL | Stagg Grass Fields",,,,"W,9-0",
"March 30, 2000 (Thursday)",TBA,Home,Concordia Chicago,"Chicago, IL | Stagg Grass Fields",,,,"W,12-0",
"April 1, 2000 (Saturday)",TBA,Home,North Central (IL),"Chicago, IL | Stagg Grass Fields",,,,"W,1-0",
"April 1, 2000 (Saturday)",TBA,Home,North Central (IL),"Chicago, IL | Stagg Grass Fields",,,,"L,1-6",
"April 2, 2000 (Sunday)",TBA,Away,Illinois Wesleyan,"Bloomington, IL",,,,"W,2-0",
"April 2, 2000 (Sunday)",TBA,Away,Illinois Wesleyan,"Bloomington, IL",,,,"L,3-4",
"April 6, 2000 (Thursday)",TBA,Away,Aurora,"Aurora, IL",,,,"W,1-0",
"April 6, 2000 (Thursday)",TBA,Away,Aurora,"Aurora, IL",,,,"L,2-3",
"April 9, 2000 (Sunday)",TBA,Neutral,Lake Forest,"Oshkosh, WI",,,UW-Oshkosh Tournament,"W,2-1",
"April 9, 2000 (Sunday)",TBA,Neutral,Lawrence,"Oshkosh, WI",,,UW-Oshkosh Tournament,"W,6-3(8 Inn.)",
"April 12, 2000 (Wednesday)",TBA,Away,Rockford,"Rockford, IL",,,,"W,4-1",
"April 12, 2000 (Wednesday)",TBA,Away,Rockford,"Rockford, IL",,,,"T,2-2(12 Inn.)",
"April 15, 2000 (Saturday)",TBA,Neutral,Ripon,"Bloomington, IL",,,Illinois Wesleyan Tournament,"W,9-1",
"April 15, 2000 (Saturday)",TBA,Neutral,Millikin,"Bloomington, IL",,,Illinois Wesleyan Tournament,"W,2-0",
"April 15, 2000 (Saturday)",TBA,Neutral,Maryville (TN),"Bloomington, IL",,,Illinois Wesleyan Tournament,"L,0-3",
"April 16, 2000 (Sunday)",TBA,Neutral,UW-Stevens Point,"Bloomington, IL",,,Illinois Wesleyan Tournament,"W,2-1",
"April 16, 2000 (Sunday)",TBA,Neutral,Eureka,"Bloomington, IL",,,Illinois Wesleyan Tournament,"W,3-2(9 Inn.)",
"April 18, 2000 (Tuesday)",TBA,Home,Lake Forest,"Chicago, IL | Stagg Grass Fields",,,,"W,8-0",
"April 18, 2000 (Tuesday)",TBA,Home,Lake Forest,"Chicago, IL | Stagg Grass Fields",,,,"W,10-3",
"April 22, 2000 (Saturday)",TBA,Away,Hope,"Holland, MI",,,,"L,1-3",
"April 22, 2000 (Saturday)",TBA,Away,Hope,"Holland, MI",,,,"L,2-3",
"April 25, 2000 (Tuesday)",TBA,Home,UW-Whitewater,"Chicago, IL | Stagg Grass Fields",,,,"L,2-5",
"April 25, 2000 (Tuesday)",TBA,Home,UW-Whitewater,"Chicago, IL | Stagg Grass Fields",,,,"W,2-1",
"April 29, 2000 (Saturday)",TBA,Home,Case Western Reserve,"Chicago, IL | Stagg Grass Fields",,,,"L,4-8",
"April 29, 2000 (Saturday)",TBA,Home,Case Western Reserve,"Chicago, IL | Stagg Grass Fields",,,,"W,2-1",
"May 2, 2000 (Tuesday)",TBA,Home,Elmhurst,"Chicago, IL | Stagg Grass Fields",,,,"W,1-0",
"May 2, 2000 (Tuesday)",TBA,Home,Elmhurst,"Chicago, IL | Stagg Grass Fields",,,,"L,1-4",
"May 12, 2000 (Friday)",TBA,Neutral,Marian (WI),"Eau Claire, WI",,,NCAA Regional Tournament at UW-Eau Claire,"W,5-2",
"May 12, 2000 (Friday)",TBA,Neutral,UW-Whitewater,"Eau Claire, WI",,,NCAA Regional Tournament at UW-Eau Claire,"L,3-4(9 Inn.)",
"May 13, 2000 (Saturday)",TBA,Neutral,St. Thomas (MN),"Eau Claire, WI",,,NCAA Regional Tournament at UW-Eau Claire,"L,4-6",
