#,Player,GP,GS,Minutes,Minutes,FG,FG,FG,3PT,3PT,3PT,FT,FT,FT,Scoring,Scoring,Rebounds,Rebounds,Rebounds,Rebounds,PF,AST,AST/G,TO,STL,BLK,Bio Link
#,Player,GP,GS,TOT,AVG,FGM,FGA,FG%,3PT,3PTA,3PT%,FTM,FTA,FT%,PTS,AVG,OFF,DEF,TOT,AVG,PF,AST,AST/G,TO,STL,BLK,Bio Link
05,"Curta, Vinny 05 Curta, Vinny",18,16.0,348,19.3,134,281,0.477,20,78,0.256,162,202,0.802,450,25.0,29,51,80,4.4,35,113,6.3,43,37,3,View Bio
21,"Qualley, Jackson 21 Qualley, Jackson",18,2.0,340,18.9,99,253,0.391,52,155,0.335,61,87,0.701,311,17.3,20,41,61,3.4,27,65,3.6,38,26,4,View Bio
13,"Johnson, Ky-Sean 13 Johnson, Ky-Sean",16,14.0,249,15.6,77,169,0.456,47,121,0.388,27,35,0.771,228,14.3,12,11,23,1.4,33,20,1.3,17,24,0,View Bio
02,"Kogelnik, Hannes 02 Kogelnik, Hannes",18,3.0,345,19.2,87,241,0.361,70,197,0.355,23,28,0.821,267,14.8,20,21,41,2.3,15,26,1.4,22,18,2,View Bio
10,"Stice, Zachary 10 Stice, Zachary",18,16.0,302,16.8,63,142,0.444,60,138,0.435,1,2,0.5,187,10.4,12,17,29,1.6,12,16,0.9,13,13,0,View Bio
35,"Simms, Patrick 35 Simms, Patrick",18,3.0,259,14.4,43,84,0.512,14,37,0.378,22,34,0.647,122,6.8,21,27,48,2.7,32,25,1.4,20,36,1,View Bio
44,"Geiman, Brad 44 Geiman, Brad",18,2.0,303,16.8,40,57,0.702,2,7,0.286,13,27,0.481,95,5.3,39,54,93,5.2,42,3,0.2,8,11,40,View Bio
22,"Grumhaus, Tyler 22 Grumhaus, Tyler",17,2.0,268,15.8,34,60,0.567,15,30,0.5,5,8,0.625,88,5.2,23,17,40,2.4,29,24,1.4,13,16,1,View Bio
25,"Bebee, Will 25 Bebee, Will",18,15.0,246,13.7,33,53,0.623,2,12,0.167,10,26,0.385,78,4.3,32,53,85,4.7,59,10,0.6,13,16,35,View Bio
33,"Walser, Morgan 33 Walser, Morgan",18,5.0,185,10.3,17,42,0.405,16,40,0.4,1,2,0.5,51,2.8,13,9,22,1.2,17,5,0.3,3,8,0,View Bio
54,"Jones, Derek 54 Jones, Derek",18,1.0,62,3.4,15,37,0.405,15,37,0.405,0,0,0.0,45,2.5,4,6,10,0.6,8,7,0.4,0,1,2,View Bio
24,"Gulve, Anthony 24 Gulve, Anthony",18,0.0,128,7.1,14,33,0.424,13,32,0.406,2,2,1.0,43,2.4,3,4,7,0.4,7,7,0.4,1,8,0,View Bio
04,"Boehm, Griffin 04 Boehm, Griffin",18,9.0,171,9.5,7,20,0.35,5,14,0.357,8,12,0.667,27,1.5,26,29,55,3.1,31,10,0.6,3,10,3,View Bio
42,"Brookens, Christian 42 Brookens, Christian",17,2.0,140,8.2,10,30,0.333,4,13,0.308,2,8,0.25,26,1.5,5,8,13,0.8,22,16,0.9,12,12,0,View Bio
11,"Moynihan, Ant 11 Moynihan, Ant",5,0.0,19,3.8,3,11,0.273,1,7,0.143,1,3,0.333,8,1.6,0,0,0,0.0,1,0,0.0,1,3,0,View Bio
03,"Breshears, Jackson 03 Breshears, Jackson",13,0.0,43,3.3,0,5,0.0,0,5,0.0,0,1,0.0,0,0.0,10,4,14,1.1,4,2,0.2,3,3,0,View Bio
03,"Conran, Jake 03 Conran, Jake",7,0.0,21,3.0,0,2,0.0,0,0,0.0,0,2,0.0,0,0.0,1,6,7,1.0,1,1,0.1,1,0,0,View Bio
23,"Dubow, Will 23 Dubow, Will",18,0.0,77,4.3,2,4,0.5,0,2,0.0,3,7,0.429,7,0.4,11,16,27,1.5,15,6,0.3,5,9,6,View Bio
15,"Jacobson, Noah 15 Jacobson, Noah",10,0.0,33,3.3,2,6,0.333,1,4,0.25,1,2,0.5,6,0.6,3,1,4,0.4,9,4,0.4,2,5,0,View Bio
45,"Keller, Dawson 45 Keller, Dawson",11,0.0,29,2.6,0,5,0.0,0,4,0.0,1,2,0.5,1,0.1,5,3,8,0.7,7,1,0.1,4,1,6,View Bio
12,"Leder, Jacob 12 Leder, Jacob",6,0.0,19,3.2,0,1,0.0,0,1,0.0,0,0,0.0,0,0.0,0,1,1,0.2,1,2,0.3,0,1,0,View Bio
TM,Team  TM Team,18,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,44,37,81,4.5,0,0,0.0,0,0,0,
12,"Vest, Brady 12 Vest, Brady",4,0.0,13,3.3,0,4,0.0,0,3,0.0,3,4,0.75,3,0.8,1,0,1,0.3,4,0,0.0,1,1,0,View Bio
,Total,18,,3600,200.0,680,1540,0.442,337,937,0.36,346,494,0.7,2043,113.5,334,416,750,41.7,411,363,20.2,223,259,103,
,Opponents,18,,3600,200.0,670,1221,0.549,96,236,0.407,309,473,0.653,1745,96.94,233,610,843,46.8,384,426,23.7,451,111,42,
