Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 2021 (Friday)",6 pm,Neutral,Saint Mary's College (IN),"Rockford, IL",,,,"L,0-3",Box ScoreRecap
"September 3, 2021 (Friday)",8 pm,Neutral,Eureka College,"Rockford, IL",,,,"L,2-3",Box ScoreRecap
"September 4, 2021 (Saturday)",Noon,Away,Illinois Institute of Technology,"Chicago, IL",,,,"L,1-3",Box ScoreRecap
"September 10, 2021 (Friday)",3:30 pm,Neutral,Eureka College,"Milwaukee, WI",,,Mount Mary Tournament,"W,3-0",Box ScoreRecap
"September 10, 2021 (Friday)",5:45 pm,Neutral,Maranatha Baptist  University,"Milwaukee, WI",,,Mount Mary Tournament,"W,3-2",Box ScoreRecap
"September 11, 2021 (Saturday)",12:15 pm,Neutral,North Central University (MN),"Milwaukee, WI",,,Mount Mary Tournament,"W,3-1",Box ScoreRecap
"September 11, 2021 (Saturday)",2:30 pm,Away,Mount Mary University,"Milwaukee, WI",,,Mount Mary Tournament,"L,2-3",Box ScoreRecap
"September 17, 2021 (Friday)",5 pm,Home,Milwaukee School of Engineering,"Appleton, WI/ Alexander Gymnasium",,,Lawrence Tournament,"L,1-3",Box ScoreRecap
"September 17, 2021 (Friday)",7 pm,Home,Finlandia University,"Appleton, WI/ Alexander Gymnasium",,,Lawrence Tournament,"W,3-1",Box ScoreRecap
"September 18, 2021 (Saturday)",2 pm,Home,Maranatha Baptist  University,"Appleton, WI/ Alexander Gymnasium",,,Lawrence Tournament,"L,0-3",Box ScoreRecap
"September 18, 2021 (Saturday)",6 pm,Home,Mount Mary University,"Appleton, WI/ Alexander Gymnasium",,,Lawrence Tournament,"W,3-1",Box ScoreRecap
"September 24, 2021 (Friday)",6 pm,Neutral,Maranatha Baptist  University,"Milwaukee, WI",,,MSOE Quad,"L,1-3",Box ScoreRecap
"September 25, 2021 (Saturday)",Noon,Neutral,Central College,"Milwaukee, WI",,,MSOE Quad,"L,1-3",Box ScoreRecap
"September 25, 2021 (Saturday)",6 pm,Away,Milwaukee School of Engineering,"Milwaukee, WI",,,MSOE Quad,"L,0-3",Box ScoreRecap
"October 2, 2021 (Saturday)",1 pm,Home,Knox College,"Appleton, WI/ Alexander Gymnasium",,,,"L,0-3",Box ScoreRecap
"October 5, 2021 (Tuesday)",7 pm,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-3",Box ScoreRecap
"October 8, 2021 (Friday)",7 pm,Home,Grinnell College,"Appleton, WI/ Alexander Gymnasium",,,,"L,0-3",Box ScoreRecap
"October 9, 2021 (Saturday)",1 pm,Home,Beloit College,"Appleton, WI/ Alexander Gymnasium",,,,"L,1-3",Box ScoreRecap
"October 15, 2021 (Friday)",7 pm,Home,Ripon College,"Appleton, WI/ Alexander Gymnasium",,,,"L,1-3",Box ScoreRecap
"October 22, 2021 (Friday)",7 pm,Away,Monmouth College,"Monmouth, IL",,,,"L,0-3",Box ScoreRecap
"October 23, 2021 (Saturday)",Noon,Away,Illinois College,"Jacksonville, IL",,,,"L,0-3",Box ScoreRecap
"October 29, 2021 (Friday)",7 pm,Away,Coe College,"Cedar Rapids, IA",,,,"L,0-3",Box ScoreRecap
"October 30, 2021 (Saturday)",1 pm,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-3",Box ScoreRecap
