Stat,Value,Player/Opponent
Rushes,42,vs Cornell College (11/4/2017)
Yards Rushing,188,vs Trinity Bible (N.D.) (9/9/2017)
TD Rushes,2,vs Trinity Bible (N.D.) (9/9/2017)
Pass Attempts,49,vs St. Olaf College (9/2/2017)
Pass Completions,25,vs St. Olaf College (9/2/2017)
Yards Passing,255,vs Knox (10/14/2017)
TD Passes,2,vs St. Olaf College (9/2/2017)
