Stat,Value,Player/Opponent
Rushes,67,vs Ripon College (9/30/2017)
Yards Rushing,364,vs Ripon College (9/30/2017)
TD Rushes,7,vs Ripon College (9/30/2017)
Pass Attempts,32,vs Lake Forest College (10/21/2017)
Pass Completions,25,vs Lake Forest College (10/21/2017)
Yards Passing,358,vs Lake Forest College (10/21/2017)
TD Passes,5,vs Lake Forest College (10/21/2017)
