Statistic,High,Opponent
PUTOUTS,29,Cornell College (5/5/2016)
ASSISTS,18,Keuka College (3/27/2016)
ERRORS,6,Benedictine (Ill.) (3/23/2016)
PASSED BALLS,4,Knox College (4/17/2016)
DPS TURNED,3,Illinois College (4/23/2016); Cornell College (5/13/2016)
