Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
3/5/2016,at,Westminster College,L,0-1,25,0,4,0,1,0,0,2,0,0,1,0,0,0,0,9,18,3,0,0.16
3/5/2016,at,Westminster College,W,2-1,26,2,3,1,0,0,0,1,0,0,0,0,2,1,0,8,27,9,2,0.115
3/20/2016,vs,St. Norbert College,W,4-0,27,4,7,3,1,0,0,1,1,0,0,1,1,0,0,7,21,8,2,0.259
3/20/2016,vs,St. Norbert College,W,6-1,27,6,11,4,1,1,0,1,0,0,0,1,0,0,2,1,21,8,1,0.407
3/21/2016,vs,Loras,W,13-3,32,13,14,12,4,1,1,5,0,0,1,5,0,1,1,4,21,6,4,0.438
3/22/2016,vs,Greenville,L,1-10,26,1,6,1,0,0,0,2,0,1,0,0,0,1,1,8,18,5,2,0.231
3/22/2016,vs,Greenville,W,8-6,24,8,9,7,2,0,0,5,0,0,1,0,2,0,1,2,21,11,0,0.375
3/23/2016,vs,Benedictine (Ill.),W,6-3,36,6,12,5,2,0,0,2,0,2,0,0,1,0,1,5,27,10,6,0.333
3/25/2016,vs,Fontbonne,L,1-2,30,1,8,1,2,0,0,4,0,0,0,0,4,0,1,9,27,15,2,0.267
3/26/2016,vs,St. Olaf College,W,2-1,27,2,4,2,1,0,0,1,0,0,1,0,1,0,0,2,21,3,2,0.148
3/26/2016,vs,St. Olaf College,W,5-2,25,5,7,5,2,0,1,1,0,0,0,1,0,0,1,1,21,8,0,0.28
3/27/2016,vs,Keuka College,W,8-5,32,8,11,8,1,0,2,5,0,1,0,1,1,1,1,3,27,18,4,0.344
3/31/2016,,Simpson College,W,11-5,37,11,18,10,1,3,2,4,0,2,1,1,1,2,2,2,27,14,2,0.486
4/2/2016,,Washington Uni.,W,11-10,36,11,12,11,0,1,3,3,0,0,0,1,1,0,0,6,27,11,5,0.333
4/3/2016,,Washington Uni.,L,8-15,33,8,7,6,1,0,2,4,0,1,0,0,0,1,0,6,27,14,3,0.212
4/3/2016,,Washington Uni.,W,12-6,35,12,14,11,2,0,4,4,0,0,0,4,0,0,1,1,27,15,0,0.4
4/7/2016,at,Monmouth College,W,1-0,27,1,5,1,1,0,0,2,0,1,0,2,3,1,0,3,27,7,1,0.185
4/7/2016,at,Monmouth College,W,7-4,35,7,11,5,2,1,0,4,0,3,0,4,1,1,2,7,27,16,3,0.314
4/9/2016,,Monmouth College,W,6-0,32,6,8,5,2,0,2,4,0,2,0,0,0,0,0,3,27,16,1,0.25
4/9/2016,,Monmouth College,W,3-0,29,3,7,3,2,0,0,7,0,3,0,0,0,2,0,5,27,15,0,0.241
4/13/2016,at,Central College,W,16-6,39,16,17,18,6,0,0,3,0,2,0,4,1,0,0,5,21,10,4,0.436
4/16/2016,,Knox College,W,22-6,30,22,14,19,2,1,2,10,0,3,0,3,1,2,1,4,21,12,1,0.467
4/16/2016,,Knox College,W,9-0,35,9,10,8,3,0,0,5,0,1,1,3,1,0,0,5,27,11,3,0.286
4/17/2016,at,Knox College,W,14-3,35,14,14,10,2,0,0,8,0,1,0,3,1,1,0,4,21,4,0,0.4
4/17/2016,at,Knox College,W,9-3,39,9,13,8,3,0,2,5,0,3,1,0,0,0,0,6,27,11,1,0.333
4/20/2016,at,Simpson College,W,15-7,41,15,15,15,4,1,0,10,0,7,0,1,0,0,0,10,27,8,4,0.366
4/23/2016,at,Illinois College,W,5-3,41,5,12,4,2,0,0,1,0,1,0,0,0,0,0,8,27,7,0,0.293
4/23/2016,at,Illinois College,W,9-3,35,9,11,8,5,0,0,6,0,2,1,2,1,0,0,6,27,13,1,0.314
4/24/2016,at,Illinois College,W,6-3,32,6,12,5,1,1,0,3,0,0,1,2,1,1,0,5,27,9,3,0.375
4/24/2016,at,Illinois College,W,4-0,26,4,10,4,0,0,1,3,0,0,2,0,3,3,1,4,27,7,0,0.385
5/5/2016,at,Cornell College,L,2-3,38,2,8,2,3,0,0,1,0,0,1,1,1,0,0,7,29,10,4,0.211
5/5/2016,at,Cornell College,L,4-24,29,4,8,4,4,0,0,2,0,0,0,2,0,0,0,7,18,9,5,0.276
5/7/2016,,Cornell College,W,2-0,31,2,9,2,2,0,0,2,0,0,0,0,2,0,0,7,27,11,1,0.29
5/7/2016,,Cornell College,W,10-5,37,10,15,9,1,0,5,1,0,0,0,0,1,0,2,6,27,11,2,0.405
5/13/2016,vs,Beloit College,L,1-5,29,1,3,1,1,0,1,0,0,0,0,0,1,0,0,11,27,14,3,0.103
5/13/2016,vs,Cornell College,W,12-7,37,12,16,11,2,0,1,9,0,1,0,1,1,3,2,1,27,15,3,0.432
5/14/2016,at,St. Norbert College,W,11-8,41,11,14,11,1,1,2,3,1,1,0,0,3,0,0,6,27,17,1,0.341
5/14/2016,vs,Beloit College,L,2-6,32,2,7,2,2,1,0,3,0,0,0,0,2,0,1,4,27,13,2,0.219
Total,,,,268-167,1228,268,386,242,72,12,31,137,2,38,12,43,38,21,21,198,947,404,78,
