Statistic,High,Player,Opponent
PUTOUTS,15,Galanek,Monmouth College (4/9/2016)
ASSISTS,9,Takayesu,Simpson College (3/31/2016)
ERRORS,3,Coby Klar; Levens,Illinois College (4/24/2016); Cornell College (5/5/2016); Cornell College (5/5/2016)
PASSED BALLS,4,Hammond,Knox College (4/17/2016)
DPS TURNED,3,Niko Takayesu,Cornell College (5/13/2016)
