Player,2,3,4,5+,Total
"Fisher, Graham",8,2,1,1,12
"Mack, Anthony",5,2,1,2,10
"Hammond, Matt",7,2,-,-,9
"Godinsky, Matt",4,4,-,-,8
"Takayesu, Niko",4,-,1,-,5
"Galanek, Sam",4,-,-,-,4
"Penaflor, Ryan",3,-,1,-,4
"Klar, Coby",3,-,-,-,3
"Shults, Andrew",3,-,-,-,3
"Slattery, Michael",3,-,-,-,3
"Towner, Teague",1,-,-,-,1
"Levens, Ravi",-,1,-,-,1
TEAM,45,11,4,3,63
