Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2022 (Thursday)",7:00 PM,Home,Millikin University,"Jacksonville, Ill.",,,"L,0-5",Box ScoreRecap
"September 5, 2022 (Monday)",7:00 PM,Away,Principia College,"St. Louis, MO",,,"T,1-1",Box ScoreRecap
"September 9, 2022 (Friday)",4:00 PM,Away,Rhodes College,"Memphis, TN",,,"L,0-5",Box ScoreRecap
"September 10, 2022 (Saturday)",12:00 PM,Neutral,Nebraska Wesleyan University,"Memphis, TN",,,"L,0-1",Box ScoreRecap
"September 17, 2022 (Saturday)",10:00 AM,Away,Buena Vista University,"Storm Lake, IA",,,"L,1-2",Box ScoreRecap
"September 18, 2022 (Sunday)",2:00 PM,Away,Central College,"Pella, IA",,,"L,0-4",Box ScoreRecap
"September 24, 2022 (Saturday)",1:30 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"L,2-4",Box ScoreRecap
"September 27, 2022 (Tuesday)",4:30 PM,Home,Augustana College (IL),"Jacksonville, Ill.",,,"L,1-7",Box ScoreRecap
"October 1, 2022 (Saturday)",1:30 PM,Away,Lawrence University,"Appleton, WI",,,"L,2-3",Box ScoreRecap
"October 6, 2022 (Thursday)",7:00 PM,Home,Harris-Stowe State University (Mo.),"Jacksonville, Ill.",,,"L,0-3",Box ScoreRecap
"October 8, 2022 (Saturday)",1:30 PM,Home,Lake Forest College,"Jacksonville, Ill.",,,"L,0-2",Box ScoreRecap
"October 13, 2022 (Thursday)",4:30 PM,Away,Cornell College,"Mount Vernon, IA",,,"L,0-4",Box ScoreRecap
"October 16, 2022 (Sunday)",1:30 PM,Home,Beloit College,"Jacksonville, Ill.",,,"L,0-2",Box ScoreRecap
"October 19, 2022 (Wednesday)",3:45 PM,Away,Monmouth College,"Monmouth, IL",,,"T,1-1",Box ScoreRecap
"October 23, 2022 (Sunday)",12:00 PM,Home,Waldorf (Iowa),"Jacksonville, Ill.",,,"L,0-3",Box ScoreRecap
"October 26, 2022 (Wednesday)",4:00 PM,Away,Knox College,"Galesburg, IL",,,"W,2-1",Box ScoreRecap
"October 29, 2022 (Saturday)",1:30 PM,Home,Ripon College,"Jacksonville, Ill.",,,"W,1-0",Box ScoreRecap
