Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 29, 2008 (Friday)",2 pm,Neutral,Messiah,"Wheaton, Ill.",,,"L,1-5",
"August 30, 2008 (Saturday)",2 pm,Neutral,Carroll (Wis.),"Wheaton, Ill.",,,"W,3-2",
"September 6, 2008 (Saturday)",12 pm,Home,Babson,,,,"W,3-2",
"September 7, 2008 (Sunday)",12 pm,Home,Wabash,,,,"T,1-1",
"September 16, 2008 (Tuesday)",4 pm,Home,Dominican (Ill.),,,,"L,0-1",Box Score
"September 20, 2008 (Saturday)",4:30 pm,Away,Aurora,,,,"L,0-1",Box Score
"September 24, 2008 (Wednesday)",4:30 pm,Away,Elmhurst,,,,"W,2-1",
"September 28, 2008 (Sunday)",4:30 pm,Home,Lake Forest,,,,"W,1-0",
"September 30, 2008 (Tuesday)",7 pm,Home,Ill. Wesleyan,,,,"T,0-0",
"October 4, 2008 (Saturday)",1:30 pm,Away,Emory,,,,"L,1-5",
"October 7, 2008 (Tuesday)",7 pm,Home,Wheaton (Ill.),,,,"L,0-2",
"October 11, 2008 (Saturday)",1:30 pm,Home,Carnegie Mellon,,,,"L,0-3",Box Score
"October 17, 2008 (Friday)",6:30 pm,Home,Brandeis,,,,"T,1-1",
"October 19, 2008 (Sunday)",1:30 pm,Home,New York U.,,,,"W,2-1",
"October 26, 2008 (Sunday)",2 pm,Away,Wis.-Whitewater,,,,"L,0-2",
"October 31, 2008 (Friday)",7:30 pm,Away,Case Western Reserve,,,,"L,0-5",
"November 2, 2008 (Sunday)",1:30 pm,Away,Rochester (N.Y.),,,,"L,0-1",
"November 8, 2008 (Saturday)",1:30 pm,Away,Washington (Mo.),,,,"L,1-2",
