Statistic,High,Player,Opponent
POINTS,6,"Cherres, Billy",Lawrence (10/28/2023)
GOALS,3,"Cherres, Billy",Lawrence (10/28/2023)
ASSISTS,2,"Cherres, Billy Cherres, Billy Willoughby, Jaxon",Buena Vista (10/15/2023) Monmouth (IL) (10/25/2023) Lawrence (10/28/2023)
SHOTS,7,"Northing, Oliver",Ripon (09/30/2023)
SHOTS ON GOAL,4,"Cherres, Billy",Lawrence (10/28/2023)
SAVES,12,"Kunkel, Jayson",Webster (09/10/2023)
FOULS,5,"Serby, Zak Serby, Zak",Illinois Tech (09/24/2023) Illinois Col. (11/03/2023)
