0,1,2
POINTS,10,Lake Forest (09/23/2023)
GOALS,4,Lake Forest (09/23/2023)
ASSISTS,3,Dubuque (09/05/2023) Neb. Wesleyan (09/15/2023)
SHOTS,23,Webster (09/10/2023)
SHOTS ON GOAL,12,Webster (09/10/2023)
SAVES,10,Illinois Tech (09/24/2023)
FOULS,25,Cornell College (10/17/2023)
CORNER KICKS,9,Illinois Tech (09/24/2023)
