0,1,2
POINTS,6,Lawrence (10/28/2023)
GOALS,3,Lawrence (10/28/2023)
ASSISTS,2,Buena Vista (10/15/2023) Monmouth (IL) (10/25/2023) Lawrence (10/28/2023)
SHOTS,7,Ripon (09/30/2023)
SHOTS ON GOAL,4,Lawrence (10/28/2023)
SAVES,12,Webster (09/10/2023)
FOULS,5,Illinois Tech (09/24/2023) Illinois Col. (11/03/2023)
