Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 22, 2018 (Wednesday)",4:30 PM,Home,Indian Hills CC,Mount Vernon,,,"L,1-3",
"August 24, 2018 (Friday)",5:30 PM,Home,Dubuque,Mount Vernon,,,"W,3-0",
"August 31, 2018 (Friday)",5:00 PM,Home,Maranatha,Mount Vernon,,,"W,5-0",Box Score
"September 6, 2018 (Thursday)",4:30 PM,Home,Augustana College,Mount Vernon,,,"L,2-4",Box Score
"September 8, 2018 (Saturday)",1:00 PM,Away,Blackburn College,"Carlinville, Ill.",,,Postponed,
"September 9, 2018 (Sunday)",12:00 PM,Home,Clarke University,Mount Vernon,,,"L,0-2",Box Score
"September 12, 2018 (Wednesday)",4:30 PM,Home,Trinity International,Mount Vernon,,,"L,1-2",Box Score
"September 15, 2018 (Saturday)",1:00 PM,Away,Webster University,"St. Louis, Mo.",,,"L,0-4",Box Score
"September 16, 2018 (Sunday)",12:00 PM,Away,Fontbonne,"St. Louis, Mo.",,,"L,0-2",Box Score
"September 19, 2018 (Wednesday)",5:00 PM,Home,Simpson College,Mount Vernon,,,"L,0-3",Box Score
"September 22, 2018 (Saturday)",1:30 PM,Home,Monmouth,Mount Vernon,,,"W,1-0",Box Score
"September 23, 2018 (Sunday)",3:00 PM,Home,Westminster,Mount Vernon,,,"T,0-0(2OT)",Box Score
"September 25, 2018 (Tuesday)",7:00 PM,Away,Coe College,Cedar Rapids,,,"L,0-1",Box Score
"September 29, 2018 (Saturday)",1:30 PM,Home,Beloit,Mount Vernon,,,"W,1-0",Box Score
"September 30, 2018 (Sunday)",1:30 PM,Home,Lake Forest,Mount Vernon,,,"W,2-0",Box Score
"October 7, 2018 (Sunday)",1:30 PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,1-2",Box Score
"October 13, 2018 (Saturday)",1:30 PM,Away,Lawrence,"Appleton, Wis.",,,"W,3-0",Box Score
"October 14, 2018 (Sunday)",1:30 PM,Away,Ripon College,"Ripon, Wis.",,,"L,0-2",Box Score
"October 20, 2018 (Saturday)",1:30 PM,Home,St. Norbert,Mount Vernon,,,"L,0-1(2OT)",Box Score
"October 23, 2018 (Tuesday)",3:45 PM,Home,Grinnell,Mount Vernon,,,"L,1-2",Box Score
"October 27, 2018 (Saturday)",1:30 PM,Away,Knox College,"Galesburg, Ill.",,,"L,0-3",Box Score
