Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 7, 2002 (Saturday)",,Home,Lawrence,,,,"W,5-0",
"September 8, 2002 (Sunday)",,Home,Wis.-La Crosse,,,,"W,7-2",
"September 14, 2002 (Saturday)",,Home,Cornell College,,,,"W,4-0",
"September 19, 2002 (Thursday)",,Away,Wis.-Stevens Point,,,,"L,1-3",
"September 21, 2002 (Saturday)",,Home,DePauw,,,,"W,1-0",
"September 24, 2002 (Tuesday)",4 pm,Home,Lake Forest,,,,"W,5-0",
"September 28, 2002 (Saturday)",,Home,Case Reserve,,,,"W,3-1",
"October 2, 2002 (Wednesday)",,Away,Wheaton (Ill.),,,,"W,1-0",
"October 6, 2002 (Sunday)",Final - 2OT,Away,Carnegie Mellon,,,,"T,1-1",
"October 11, 2002 (Friday)",,Away,Emory,,,,"W,2-0",
"October 13, 2002 (Sunday)",,Away,New York U.,,,,"L,0-1",
"October 15, 2002 (Tuesday)",Final - 2OT,Home,Ill. Wesleyan,,,,"W,2-1",
"October 19, 2002 (Saturday)",,Neutral,St. Benedict,"St. Paul, Minn.",,,"L,1-2",
"October 20, 2002 (Sunday)",,Away,Macalester,,,,"W,2-0",
"October 25, 2002 (Friday)",,Home,Brandeis,,,,"W,3-0",
"October 27, 2002 (Sunday)",,Home,Rochester,,,,"W,1-0",
"November 2, 2002 (Saturday)",,Away,Washington (Mo.),,,,"W,1-0",
"November 9, 2002 (Saturday)",,Home,Benedictine (Ill.),,,,"W,11-0",
"November 15, 2002 (Friday)",Final - 2OT,Home,Oneonta St.,,,,"W,2-1",
"November 16, 2002 (Saturday)",,Home,Wheaton (Ill.),,,,"L,0-2",
