Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 3, 2016 (Saturday)",1:30 pm ET,Away,Hope College,"Holland, MI",,,"W,44-3",Box ScoreRecap
"September 10, 2016 (Saturday)",1:00 pm,Home,Wartburg College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,29-22",Box ScoreRecap
"September 17, 2016 (Saturday)",1:00 pm,Home,Ripon College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,28-0",Box ScoreRecap
"September 24, 2016 (Saturday)",1:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,"W,52-6",Box ScoreRecap
"October 1, 2016 (Saturday)",1:00 pm,Home,Cornell College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,57-14",Box ScoreRecap
"October 8, 2016 (Saturday)",,Home,Bye Week,"Monmouth, Ill./April Zorn Memorial Stadium",,,,History
"October 15, 2016 (Saturday)",1:00 pm,Home,Grinnell College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,63-0",Box ScoreRecap
"October 22, 2016 (Saturday)",2:00 pm,Away,Illinois College,"Jacksonville, IL",,,"W,69-7",Box ScoreRecap
"October 29, 2016 (Saturday)",1:00 pm,Away,Beloit College,"Beloit, WI",,,"W,52-9",Box ScoreRecap
"November 5, 2016 (Saturday)",1:00 pm,Home,St. Norbert College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,38-14",Box ScoreRecap
"November 12, 2016 (Saturday)",1:00 pm,Away,Knox College,"Galesburg, IL",,,"W,57-9",Box ScoreRecap
"November 19, 2016 (Saturday)",12:00 pm,Away,Coe College,"Cedar Rapids, IA",,,"L,14-21",Box ScoreRecap
