0,1,2,3
Grinnell,340,dnc,340
Vidushi Sinha,80,wd,80
Lauren Yi,84,wd,84
Danielle Oberlander,87,wd,87
Julia Echikson,89,wd,89
Vrishali Sinha,89,wd,89
