Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 27, 2020 (Thursday)",4:30 PM,Home,Marian University,"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"September 1, 2020 (Tuesday)",5 PM,Away,Concordia University (Wis.),"Mequon, Wis.",,,,History
"September 4, 2020 (Friday)",7 PM,Away,Rockford University,"Rockford, Ill.",,,,History
"September 7, 2020 (Monday)",4:30 PM,Home,Lakeland University,"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"September 11, 2020 (Friday)",4 PM,Away,Maranatha Baptist  University,"Watertown, Wis.",,,,History
"September 13, 2020 (Sunday)",1 PM,Home,Wisconsin Lutheran College,"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"September 16, 2020 (Wednesday)",4:30 PM,Home,Carroll University,"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"September 19, 2020 (Saturday)",4:30 PM,Home,Augustana College (IL),"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"September 24, 2020 (Thursday)",4:30 PM,Home,Lake Forest College,"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"September 26, 2020 (Saturday)",6 PM,Away,Lawrence University,"Appleton, Wis.",,,,History
"October 3, 2020 (Saturday)",11 AM,Home,Knox College,"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"October 4, 2020 (Sunday)",11 AM,Home,Illinois College,"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"October 10, 2020 (Saturday)",11 AM,Away,Grinnell College,"Grinnell, Iowa",,,,History
"October 11, 2020 (Sunday)",11 AM,Away,Cornell College,"Mount Vernon, Iowa",,,,History
"October 17, 2020 (Saturday)",12 PM,Away,St. Norbert College,"De Pere, Wis.",,,,History
"October 24, 2020 (Saturday)",11 AM,Home,Monmouth College,"Beloit, Wis/Strong Complex Soccer Field",,,,Live StatsHistory
"October 31, 2020 (Saturday)",11 AM,Home,Ripon College,"Beloit, Wis./Strong Complex Soccer Field",,,,Live StatsHistory
"November 6, 2020 (Friday)",TBD,Neutral,Midwest Conference,TBD,,,,History
"November 7, 2020 (Saturday)",TBD,Neutral,Midwest Conference,TBD,,,,History
