Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 26, 2021 (Thursday)",7 PM,Neutral,Carl Sandburg College,"Galesburg, IL/ YMCA Galesburg",,,Scrimmage,,History
"September 1, 2021 (Wednesday)",4 PM,Away,Dominican University (Ill.),"River Forest, IL",,,,"L,0-1",Box ScoreRecap
"September 4, 2021 (Saturday)",2 PM,Home,Wartburg College,"Galesburg, IL/Jorge Prats Field",,,,"W,2-1",Box ScoreRecap
"September 6, 2021 (Monday)",5:00 pm,Away,Luther College,,,,,"L,1-4",Box ScoreRecap
"September 14, 2021 (Tuesday)",4:30 pm,Home,North Park University,"Galesburg, IL/Jorge Prats Field",,,,"L,0-4",Box ScoreRecap
"September 18, 2021 (Saturday)",7 PM,Away,Augustana College (IL),"Rock Island, IL",,,,"L,0-1",Box ScoreRecap
"September 21, 2021 (Tuesday)",4:45 PM,Home,Illinois Wesleyan University,"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"September 25, 2021 (Saturday)",11 AM,Home,Simpson College,"Galesburg, IL/Jorge Prats Field",,,,"W,1-0",Box ScoreRecap
"September 29, 2021 (Wednesday)",4:30 PM,Home,Grinnell College,"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"October 2, 2021 (Saturday)",1:30 PM,Home,Beloit College,"Galesburg, IL/Jorge Prats Field",,,,"W,4-0",Box ScoreRecap
"October 5, 2021 (Tuesday)",4:30 PM,Away,Monmouth College,"Monmouth, IL",,,,"W,4-2",Box ScoreRecap
"October 6, 2021 (Wednesday)",1 PM,Away,University of Wisconsin-Platteville,"Platteville, WI",,,,"L,0-3",Box ScoreRecap
"October 9, 2021 (Saturday)",1:30 PM,Away,Lawrence University,"Appleton, WI",,,,"L,1-2",Box ScoreRecap
"October 16, 2021 (Saturday)",1:30 PM,Home,Ripon College,"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"October 20, 2021 (Wednesday)",4:00 PM,Away,Cornell College,"Mt.Vernon, IA",,,,"W,2-1",Box ScoreRecap
"October 23, 2021 (Saturday)",1:30 PM,Home,Lake Forest College,"Galesburg, IL/Jorge Prats Field",,,,"W,2-0",Box ScoreRecap
"October 27, 2021 (Wednesday)",8 PM,Away,Illinois College,"Jacksonville, IL",,,,"W,2-1",Box ScoreRecap
"November 5, 2021 (Friday)",2:00 pm,Home,Lawrence University,"Galesburg, IL/Jorge Prats Field",,,Midwest Conference Tournament,"W,3-0",Box ScoreRecap
"November 6, 2021 (Saturday)",2:00 pm,Home,Cornell College,"Galesburg, IL/Jorge Prats Field",,,Midwest Conference Tournament,"W,2-0",Box ScoreRecap
"November 12, 2021 (Friday)",3:00 pm,Away,Ohio Wesleyan University,"Delaware, OH",,,NCAA Tournament,"L,0-1",Box ScoreRecap
