Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Goodman, Jessie",SO-2,16.77,Grinnell College Dick Young Classic,"Apr 20, 2024",1.2
,"Staker, Sadie",SR-4,17.54,Midwest Conference Outdoor Championships,"May 10, 2024",-0.5
