Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 6, 2025 (Saturday)",6:00 p.m.,Home,North Park University,"Ripon, Wis./Hopp Stadium",,,,Live StatsHistory
"September 13, 2025 (Saturday)",1:00 p.m.,Away,Knox College,"Galesburg, Ill.",,,,History
"September 20, 2025 (Saturday)",1:00 p.m.,Home,Grinnell College,"Ripon, Wis./Hopp Stadium",,,,Live StatsHistory
"October 4, 2025 (Saturday)",1:00 p.m.,Home,Lake Forest College,"Ripon, Wis./Hopp Stadium",,,,Live StatsHistory
"October 11, 2025 (Saturday)",1:00 p.m.,Away,Cornell College,"Mount Vernon, Iowa",,,,History
"October 18, 2025 (Saturday)",1:00 p.m.,Away,University of Chicago,"Chicago, Ill.",,,,History
"October 25, 2025 (Saturday)",12:00 p.m.,Home,Illinois College,"Ripon, Wis./Hopp Stadium",,,,Live StatsHistory
"November 1, 2025 (Saturday)",1:00 p.m.,Home,Beloit College,"Ripon, Wis./Hopp Stadium",,,,Live StatsHistory
"November 8, 2025 (Saturday)",1:00 p.m.,Away,Monmouth College,"Monmouth, Ill.",,,,History
"November 15, 2025 (Saturday)",12:00 p.m.,Away,Lawrence University,"Appleton, Wis.",,,,History
