Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 4, 2021 (Saturday)",6 pm,Away,Wisconsin Lutheran College,"Milwaukee, WI",,,,"W,27-10",Box ScoreRecap
"September 11, 2021 (Saturday)",1 pm,Home,Lawrence University,"Lake Forest, IL",,,Heroes Day,"W,52-26",Box ScoreRecapProgram
"September 18, 2021 (Saturday)",2 pm,Away,Knox College,"Galesburg, IL",,,,"W,41-10",Box ScoreRecap
"October 2, 2021 (Saturday)",2 pm,Home,Cornell College,"Lake Forest, IL",,,Homecoming,"W,17-0",Box ScoreRecapProgram
"October 9, 2021 (Saturday)",1 pm,Away,Illinois College,"Jacksonville, IL",,,,"W,48-13",Box ScoreRecap
"October 16, 2021 (Saturday)",1 pm,Away,Ripon College,"Ripon, WI",,,,"W,42-7",Box ScoreRecap
"October 23, 2021 (Saturday)",1 pm,Home,Grinnell College,"Lake Forest, IL",,,,"W,79-0",Box ScoreRecapProgram
"October 30, 2021 (Saturday)",1 pm,Away,Monmouth College,"Monmouth, IL",,,,"W,24-10",Box ScoreRecap
"November 6, 2021 (Saturday)",1 pm,Home,Beloit College,"Lake Forest, IL",,,Senior Day/Parents Day,"W,84-3",Box ScoreRecapProgram
"November 13, 2021 (Saturday)",12 pm,Home,University of Chicago,"Lake Forest, IL",,,,"W,28-6",Box ScoreRecapProgram
"November 20, 2021 (Saturday)",12 pm,Away,Saint John's University,"Collegeville, MN",,,NCAA Division III Tournament,"L,14-41",Box ScoreRecap
