Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:32.01,,Kip Janvrin Open,"Apr 22, 2010"
,4:38.52,"Brost, Bates, Horan, Leslie",2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,4:39.16,,Spartan Open,"May 1, 2010"
,4:41.24,,Central Open,"May 7, 2010"
