Statistic,High,Opponent
PUTOUTS,30,Monmouth (Ill.) (5/2/2021)
ASSISTS,14,Cornell College (5/13/2021)
ERRORS,6,Illinois College (4/17/2021)
PASSED BALLS,3,Monmouth (Ill.) (4/18/2021)
DPS TURNED,3,Cornell College (5/13/2021)
