Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"August 23, 2020 (Sunday)",4:30 p.m.,Home,Luther College (Exhibition),"Grinnell, IA",,,,
"August 28, 2020 (Friday)",8:00 p.m.,Away,Loras College (Exhibition),"Dubuque, IA",,,Canceled,
"September 1, 2020 (Tuesday)",TBA,Away,Coe College,"Cedar Rapids, IA",,,Canceled,
"September 5, 2020 (Saturday)",1:00 p.m.,Home,Central College,"Grinnell, IA",,,Canceled,
"September 6, 2020 (Sunday)",TBD,Home,Alumni Game,"Grinnell, IA",,,Canceled,
"September 8, 2020 (Tuesday)",5:00 p.m.,Home,University of Dubuque,"Grinnell, IA",,,Canceled,
"September 11, 2020 (Friday)",7:00 p.m.,Away,Massachusetts Institute of Technology,"Cambridge, MA",,,Canceled,
"September 13, 2020 (Sunday)",11:00 a.m.,Away,UMass Boston,"Boston, MA",,,Canceled,
"September 17, 2020 (Thursday)",5:00 p.m.,Home,Simpson College,"Grinnell, IA",,,Canceled,
"September 19, 2020 (Saturday)",1:00 p.m.,Home,Bethany Lutheran College,"Grinnell, IA",,,Canceled,
"September 20, 2020 (Sunday)",Noon,Home,Webster University,"Grinnell, IA",,,Canceled,
"September 22, 2020 (Tuesday)",5:00 p.m.,Home,Iowa Wesleyan University,"Grinnell, IA",,,Canceled,
"September 27, 2020 (Sunday)",11:00 a.m.,Away,Illinois College,"Jacksonville, IL",,,Canceled,
"October 3, 2020 (Saturday)",11:00 a.m.,Away,Lawrence University,"Appleton, WI",,,Canceled,
"October 4, 2020 (Sunday)",11:00 a.m.,Away,St. Norbert College,De Pere. WI,,,Canceled,
"October 10, 2020 (Saturday)",11:00 a.m.,Home,Beloit College,"Grinnell, IA",,,Canceled,
"October 11, 2020 (Sunday)",11:00 a.m.,Home,Lake Forest College,"Grinnell, IA",,,Canceled,
"October 17, 2020 (Saturday)",11:00 a.m.,Home,Knox College,"Grinnell, IA",,,Canceled,
"October 24, 2020 (Saturday)",11:00 a.m.,Away,Ripon College,"Ripon, WI",,,Canceled,
"October 27, 2020 (Tuesday)",3:30 p.m.,Home,Cornell College,"Grinnell, IA",,,Canceled,
"October 31, 2020 (Saturday)",Noon,Away,Monmouth College,"Monmouth, IL",,,Canceled,
