Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2012 (Saturday)",2:00 pm EST,Away,DePauw University,"Greencastle, IN",,,"L,0-5",Box Score
"September 2, 2012 (Sunday)",2:00 pm EST,Away,Wabash College,"Crawfordsville, IN",,,"L,0-3",Box Score
"September 5, 2012 (Wednesday)",7:00 pm,Away,Illinois Wesleyan University,"Bloomington, IL",,,"L,1-6",Box Score
"September 8, 2012 (Saturday)",1:00 pm,Home,Coe College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-3",Box Score
"September 9, 2012 (Sunday)",12:00 pm,Home,St. Ambrose University (Iowa),"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-2",Box Score
"September 15, 2012 (Saturday)",1:30 pm,Away,St. Norbert College,De Pere. WI,,,"W,2-1",Box ScoreRecap
"September 16, 2012 (Sunday)",1:30 pm,Away,Ripon College,"Ripon, WI",,,"T,0-0",Box Score
"September 22, 2012 (Saturday)",1:00 pm,Away,Knox College,"Galesburg, IL",,,"L,1-2",Box Score
"September 27, 2012 (Thursday)",4:00 pm,Away,Illinois College,"Jacksonville, IL",,,"W,1-0OT",Box ScoreRecap
"September 29, 2012 (Saturday)",1:30 pm,Home,Cornell College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"W,2-0",Box Score
"October 2, 2012 (Tuesday)",4:00 pm,Away,Central College,"Pella, IA",,,"L,0-5",Box Score
"October 6, 2012 (Saturday)",1:30 pm,Home,Lawrence University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-1",Box Score
"October 7, 2012 (Sunday)",2:30 pm,Home,Aurora University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,0-3",Box Score
"October 17, 2012 (Wednesday)",3:30 pm,Away,Beloit College,"Beloit, WI",,,"L,0-3",Box Score
"October 20, 2012 (Saturday)",1:30 pm,Home,Lake Forest College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-4",Box Score
"October 21, 2012 (Sunday)",1:30 pm,Home,Carroll University,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,3-4",Box Score
"October 27, 2012 (Saturday)",11:00 am,Home,Grinnell College,"Monmouth, Ill./Peacock Memorial Athletic Park",,,"L,1-5",Box Score
