Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 1, 2023 (Friday)",4:30 p.m.,Home,Coe College,"Grinnell, IA/Springer Field",,,,"W,2-0",Box ScoreRecap
"September 2, 2023 (Saturday)",12:30 p.m.,Away,Eureka College,"Eureka, IL",,,,"W,3-2",Box ScoreRecap
"September 5, 2023 (Tuesday)",5 p.m.,Home,University of Dubuque,"Grinnell, IA/Springer Field",,,,"L,0-3",Box ScoreRecap
"September 9, 2023 (Saturday)",Noon,Away,Central College,"Pella, IA",,,,"T,1-1",Box ScoreRecap
"September 10, 2023 (Sunday)",1:30 p.m.,Home,Webster University,"Grinnell, IA/Springer Field",,,,"T,0-0",Box ScoreRecap
"September 15, 2023 (Friday)",6 p.m.,Away,Nebraska Wesleyan University,"Lincoln, NE",,,,"L,0-2",Box ScoreRecap
"September 17, 2023 (Sunday)",1:30 p.m.,Home,Fontbonne University,"Grinnell, IA/Springer Field",,,,"W,1-0",Box ScoreRecap
"September 23, 2023 (Saturday)",1:30 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,3-4",Box ScoreRecap
"September 24, 2023 (Sunday)",2:30 p.m.,Away,Illinois Institute of Technology,"Chicago, IL",,,,"T,1-1",Box ScoreRecap
"September 27, 2023 (Wednesday)",4:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"L,1-2",Box ScoreRecap
"September 30, 2023 (Saturday)",1:30 p.m.,Home,Ripon College,"Grinnell, IA/Springer Field",,,,"T,1-1",Box ScoreRecap
"October 7, 2023 (Saturday)",1:30 p.m.,Home,Illinois College,"Grinnell, IA/Springer Field",,,,"W,1-0",Box ScoreRecap
"October 14, 2023 (Saturday)",1 p.m.,Home,Augustana College (IL),"Grinnell, IA/Springer Field",,,,"W,3-0",Box ScoreRecap
"October 15, 2023 (Sunday)",Noon,Home,Buena Vista University,"Grinnell, IA/Springer Field",,,,"W,5-1",Box ScoreRecap
"October 17, 2023 (Tuesday)",4 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"T,0-0",Box ScoreRecap
"October 21, 2023 (Saturday)",1:30 p.m.,Away,Beloit College,"Beloit, WI",,,,"L,1-2",Box ScoreRecap
"October 25, 2023 (Wednesday)",4 p.m.,Home,Monmouth College,"Grinnell, IA/Springer Field",,,,"W,6-1",Box ScoreRecap
"October 28, 2023 (Saturday)",1:30 p.m.,Home,Lawrence University (Senior Day),"Grinnell, IA/Springer Field",,,,"W,5-0",Box ScoreRecap
"November 3, 2023 (Friday)",2 p.m.,Away,Illinois College (Semifinal),"Jacksonville, IL",,,2023 Midwest Conference Tournament,"W,1-0(2 OT)",Box ScoreRecap
"November 4, 2023 (Saturday)",2 p.m.,Neutral,Lake Forest College (Championship),"Jacksonville, IL",,,2023 Midwest Conference Tournament,"L,0-2",Box ScoreRecap
