0,1,2,3,4,5
Grinnell College,332,308,640,64,4th
Thornton Walker#,76,75,151,7,t-5th
Hayden Somach,77,77,154,10,t-10th
Kevin Carpenter#,80,79,159,15,t-16th
Luke McCann,87,75,162,18,22nd
Ian Strawn,83,85,168,24,25th
Eshaan Sethi,85,84,169,25,t-16th
Brody Barton,88,82,170,26,27th
John Robinson#,88,85,173,29,t-28th
Lukas Roscoe#,85,88,173,29,t-28th
