0,1,2
POINTS,2,Simpson College (9/5/2015) Knox College (9/19/2015)
GOALS,1,Simpson College (9/5/2015) Carleton College (9/11/2015) Knox College (9/19/2015) Coe (9/23/2015) Ripon (9/26/2015) St. Norbert College (10/18/2015)
ASSISTS,1,Carleton College (9/11/2015) Ripon (9/26/2015) St. Norbert College (10/18/2015)
SHOTS,5,Buena Vista (9/16/2015) Cornell College (10/11/2015) Beloit (10/31/2015)
SHOTS ON GOAL,2,Cornell College (10/11/2015)
SAVES,2,Wartburg College (9/1/2015) Augsburg College (9/12/2015) Coe (9/23/2015) Lake Forest College (10/3/2015) Carroll (WI) (10/4/2015) St. Norbert College (10/18/2015) Beloit (10/31/2015)
FOULS,1,Wisconsin-Plattevill (10/28/2015)
CORNER KICKS,1,Buena Vista (9/16/2015) Monmouth (IL) (10/10/2015) Cornell College (10/11/2015) Lawrence University (10/17/2015) Beloit (10/31/2015)
