Statistic,High,Opponent
POINTS,9,Cornell College (10/11/2015)
GOALS,3,Cornell College (10/11/2015)
ASSISTS,3,Simpson College (9/5/2015) Cornell College (10/11/2015)
SHOTS,26,Buena Vista (9/16/2015)
SHOTS ON GOAL,16,Buena Vista (9/16/2015)
SAVES,13,Wartburg College (9/1/2015)
FOULS,12,Augsburg College (9/12/2015) Lake Forest College (10/3/2015)
CORNER KICKS,8,Buena Vista (9/16/2015)
