0,1,2
POINTS,4,Wisconsin-Plattevill (10/28/2015)
GOALS,2,Wisconsin-Plattevill (10/28/2015)
ASSISTS,2,Simpson College (9/5/2015)
SHOTS,7,Wisconsin-Plattevill (10/28/2015)
SHOTS ON GOAL,5,Wisconsin-Plattevill (10/28/2015)
SAVES,13,Wartburg College (9/1/2015)
FOULS,6,Wartburg College (9/1/2015)
