Date,Opponent,Score,Minutes,GA,GAAvg,Saves,Save %,W,L,T,SHO,Faced
9/1/2015,Wartburg College,2-1,90:00,1,1.0,2,0.667,1,0,0,0,8
9/5/2015,Simpson College,1-2,101:17,2,1.41,5,0.714,0,1,0,0,12
9/11/2015,Carleton College,1-0,92:09,0,0.95,5,1.0,1,0,0,1,6
9/12/2015,Augsburg College,4-0,90:00,0,0.72,2,1.0,1,0,0,1,5
9/16/2015,Buena Vista,0-1,108:41,1,0.75,15,0.938,0,1,0,0,26
9/19/2015,Knox College,1-0,94:52,0,0.62,6,1.0,1,0,0,1,14
9/23/2015,Coe,1-0,90:00,0,0.54,2,1.0,1,0,0,1,9
9/26/2015,Ripon,1-0,90:00,0,0.48,4,1.0,1,0,0,1,9
10/3/2015,Lake Forest College,4-2,90:00,2,0.64,2,0.5,1,0,0,0,4
10/4/2015,Carroll (WI),2-0,90:00,0,0.58,3,1.0,1,0,0,1,7
10/10/2015,Monmouth (IL),0-2,90:00,2,0.7,5,0.714,0,1,0,0,11
10/11/2015,Cornell College,0-3,90:00,3,0.89,8,0.727,0,1,0,0,22
10/17/2015,Lawrence University,2-1,90:00,1,0.89,11,0.917,1,0,0,0,18
10/18/2015,St. Norbert College,1-0,90:00,0,0.83,3,1.0,1,0,0,1,3
10/24/2015,Illinois College,2-0,90:00,0,0.78,6,1.0,1,0,0,1,14
10/28/2015,Wisconsin-Plattevill,0-2,90:00,2,0.85,10,0.833,0,1,0,0,16
10/31/2015,Beloit,0-2,89:35,2,0.92,3,0.6,0,1,0,0,7
Totals,,-,1564,16,0.92,92,0.852,11,6,0,8,191
Grinnell College,,-,1566:34,22,1.26,124,0.849,6,11,0,5,212
