Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2021 (Wednesday)",5 pm,Away,Augustana (Ill.),,,,"W,4-0",Box ScoreRecap
"September 5, 2021 (Sunday)",3 pm,Away,Monmouth (Ill.),,,,"W,9-0",Box ScoreRecap
"September 8, 2021 (Wednesday)",4 pm,Away,Concordia Chicago,,,,"W,12-0",Box ScoreRecap
"September 11, 2021 (Saturday)",12 pm,Home,Kalamazoo,,,,"W,3-0",Box ScoreRecap
"September 15, 2021 (Wednesday)",4 pm,Home,Wheaton (Ill.),,,,"W,4-0",Box ScoreRecap
"September 18, 2021 (Saturday)",4 pm,Home,Calvin,"West Chicago, Ill. (Wheaton Academy)",,,"W,6-0",Box ScoreRecap
"September 21, 2021 (Tuesday)",5 pm,Away,Hope,,,,"W,4-0",Box ScoreRecap
"September 25, 2021 (Saturday)",2 pm,Away,Knox,,,,"W,7-0",Box ScoreRecap
"September 26, 2021 (Sunday)",2 pm,Home,Illinois Wesleyan,,,,"T,2-2",Box ScoreRecap
"October 2, 2021 (Saturday)",11 am,Away,Emory,,,,"W,2-1",Box ScoreRecap
"October 5, 2021 (Tuesday)",4 pm,Home,Finlandia,,,,"W,9-0",Box ScoreRecap
"October 9, 2021 (Saturday)",11 am,Home,Rochester (N.Y.),,,,"T,1-1",Box ScoreRecap
"October 15, 2021 (Friday)",3 pm,Home,Brandeis,,,,"L,2-3",Box ScoreRecap
"October 17, 2021 (Sunday)",11 am,Home,New York U.,,,,"W,4-2",Box ScoreRecap
"October 21, 2021 (Thursday)",7 pm,Home,Illinois Tech,,,,"W,3-0",Box ScoreRecap
"October 29, 2021 (Friday)",5 pm,Away,#11 Case Western Reserve,,,,"T,1-1",Box ScoreRecap
"October 31, 2021 (Sunday)",11 am,Away,#16 Carnegie Mellon,,,,"L,0-4",Box ScoreRecap
"November 6, 2021 (Saturday)",4 pm,Away,#6 Washington-St. Louis,,,,"T,1-1",Box ScoreRecap
"November 12, 2021 (Friday)",11 am,Home,Rhodes,,,,"W,3-0",Box ScoreRecap
"November 13, 2021 (Saturday)",1 pm,Home,Wheaton (Ill.),,,,"W,2-0",Box ScoreRecap
"November 20, 2021 (Saturday)",1:30 pm,Away,#10 Case Western Reserve,Location TBD,,,"W,2-1",Box ScoreRecap
"November 21, 2021 (Sunday)",1 pm,Neutral,#5 Christopher Newport,"Cleveland, Ohio",,,"L,1-2",Box ScoreRecap
