Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:54.74,"Bresnahan, Williams, Maddaus, Holtzman",Midwest Conference Indoor Track & Field Championships,"Feb 26, 2016"
,1:56.04,"Bresnahan, Bresette-Buccin, Holtzman, Maddaus",Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,1:57.04,"Bresnahan, Maddaus, Williams, Holtzman",Wartburg Indoor Invite,"Feb 20, 2016"
,1:58.19,"Maddaus, Bresette-Buccin, Schmiechen, Bresnahan",Grinnell Indoor Invitational,"Feb 6, 2016"
,2:04.48,"Schmiechen, Schmiechen, Foulkes, Williams",Grinnell Darren Young Indoor Classic,"Feb 13, 2016"
,2:08.82,"Schmiechen, Riley, Foulkes, Holtzman",Grinnell Indoor Invitational,"Feb 6, 2016"
