Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"April 4, 1913 (Friday)",,Neutral,Cornell,,,,"L,3-4",
"April 25, 1913 (Friday)",,Neutral,Coe,,,,"L,4-18",
"April 28, 1913 (Monday)",,Neutral,Leander Clark,,,,"L,6-11",
"May 2, 1913 (Friday)",,Neutral,Cornell,,,,"W,7-3",
"May 4, 1913 (Sunday)",,Neutral,Coe,,,,"W,8-4",
"May 5, 1913 (Monday)",,Neutral,Highland Park,,,,"L,4-7",
"May 10, 1913 (Saturday)",,Neutral,Leander Clark,,,,"L,0-3",
"May 12, 1913 (Monday)",,Neutral,Iowa State,,,,"L,2-3",
"May 13, 1913 (Tuesday)",,Neutral,Iowa,,,,"W,3-1",
"May 14, 1913 (Wednesday)",,Neutral,Highland Park,,,,"W,5-2",
"May 21, 1913 (Wednesday)",,Neutral,Iowa,,,,"L,3-11",
"May 28, 1913 (Wednesday)",,Home,ALUMNI,,,,"L,2-3",
